age;job;marital;education;default;balance;housing;loan;poutcome;y
38;admin.;single;tertiary;no;-898;yes;no;failure;no
34;services;married;secondary;no;404;yes;no;failure;no
34;admin.;married;tertiary;no;899;yes;no;failure;no
28;management;divorced;tertiary;no;229;yes;no;other;yes
36;technician;married;secondary;no;569;yes;no;failure;no
39;technician;married;tertiary;no;1161;yes;no;failure;no
41;blue-collar;married;secondary;no;-56;yes;no;other;no
42;entrepreneur;married;tertiary;no;1068;yes;no;failure;no
45;blue-collar;married;secondary;no;96;yes;no;failure;yes
34;admin.;married;secondary;no;1499;yes;no;failure;no
45;admin.;single;secondary;no;946;yes;no;failure;no
60;management;married;primary;no;252;yes;yes;failure;no
31;management;married;tertiary;no;357;yes;no;failure;no
31;blue-collar;married;secondary;no;1716;yes;no;other;no
38;admin.;divorced;secondary;no;3834;yes;no;failure;no
43;blue-collar;married;primary;no;1288;yes;no;failure;no
38;blue-collar;married;secondary;no;1663;yes;no;failure;no
41;technician;married;tertiary;no;816;yes;yes;failure;no
34;management;married;tertiary;no;1116;yes;no;failure;no
43;blue-collar;divorced;primary;no;515;yes;no;failure;no
33;management;single;tertiary;no;215;yes;no;failure;no
44;self-employed;single;tertiary;no;1367;yes;no;other;yes
35;blue-collar;married;secondary;no;120;yes;no;failure;no
44;services;married;secondary;no;1450;yes;no;failure;no
41;management;married;tertiary;no;-456;no;no;failure;no
45;technician;single;primary;no;237;yes;no;failure;no
33;management;married;tertiary;no;0;yes;no;failure;yes
25;student;single;secondary;no;1765;yes;no;failure;no
31;blue-collar;single;secondary;no;609;yes;no;failure;no
33;admin.;single;secondary;no;572;yes;no;failure;yes
37;technician;married;secondary;no;474;yes;no;failure;no
54;admin.;married;secondary;no;3136;yes;no;failure;no
32;blue-collar;married;secondary;no;180;yes;no;other;no
29;services;married;secondary;no;690;yes;no;other;no
44;admin.;divorced;secondary;no;0;no;no;failure;yes
38;admin.;married;secondary;no;766;yes;no;failure;no
34;blue-collar;single;secondary;no;47;yes;no;failure;no
43;blue-collar;married;primary;no;2273;yes;no;failure;no
32;management;single;tertiary;no;574;yes;no;failure;no
36;blue-collar;married;secondary;no;325;no;no;failure;no
52;services;married;secondary;no;2904;yes;no;failure;no
52;management;married;tertiary;no;1944;yes;no;failure;no
43;services;married;primary;no;2557;yes;no;failure;yes
32;services;married;secondary;no;1129;yes;no;failure;yes
40;services;divorced;secondary;no;1062;yes;no;failure;no
33;management;single;tertiary;no;1271;yes;no;failure;yes
32;technician;single;secondary;no;674;yes;yes;failure;no
32;technician;married;secondary;no;-292;yes;yes;failure;no
31;blue-collar;married;secondary;no;1131;yes;yes;failure;no
36;management;married;secondary;no;1160;yes;no;failure;no
34;services;single;secondary;no;194;yes;yes;other;no
50;self-employed;married;tertiary;no;202;yes;no;failure;no
41;blue-collar;married;secondary;no;217;yes;no;failure;no
54;blue-collar;divorced;primary;no;2656;yes;no;success;no
32;management;single;tertiary;no;3981;yes;no;failure;no
42;admin.;divorced;secondary;no;2397;yes;no;failure;no
50;services;married;secondary;no;254;yes;no;failure;no
37;blue-collar;single;tertiary;no;3649;yes;no;failure;no
34;technician;single;secondary;no;2660;yes;no;failure;no
40;admin.;single;secondary;no;985;yes;no;other;no
34;technician;single;tertiary;no;1393;yes;no;success;no
37;management;single;tertiary;no;876;yes;no;failure;no
52;blue-collar;married;primary;no;281;yes;no;other;no
32;blue-collar;married;secondary;yes;-53;yes;no;other;yes
33;services;married;secondary;no;1397;yes;no;failure;no
39;technician;married;secondary;no;0;yes;no;failure;no
32;blue-collar;single;secondary;no;760;yes;no;other;no
36;blue-collar;married;primary;no;453;yes;no;failure;no
32;self-employed;single;secondary;no;202;yes;no;failure;no
29;blue-collar;single;secondary;no;1232;yes;no;failure;no
42;technician;divorced;secondary;no;2189;no;no;other;no
35;management;single;tertiary;no;1350;yes;no;failure;no
43;blue-collar;single;secondary;no;1306;yes;no;failure;no
32;technician;single;secondary;no;309;yes;yes;failure;no
29;admin.;divorced;secondary;no;589;yes;no;other;no
41;admin.;married;secondary;no;1597;yes;no;failure;no
34;technician;single;secondary;no;486;yes;no;failure;no
39;blue-collar;married;primary;no;467;yes;no;failure;no
39;management;married;tertiary;no;63;yes;no;failure;no
33;management;single;secondary;no;-665;yes;yes;failure;no
34;technician;married;tertiary;no;352;yes;no;other;no
52;admin.;married;secondary;no;979;yes;no;other;no
31;technician;single;tertiary;no;2530;yes;no;failure;no
37;services;married;secondary;no;345;yes;yes;failure;no
36;blue-collar;divorced;secondary;no;3102;yes;no;failure;no
33;blue-collar;married;primary;no;359;yes;yes;failure;no
52;entrepreneur;single;tertiary;no;3469;yes;no;success;yes
50;blue-collar;married;secondary;no;825;yes;no;failure;no
30;management;single;tertiary;no;726;yes;no;failure;no
31;blue-collar;married;secondary;no;1981;yes;no;failure;no
35;admin.;single;secondary;no;-101;yes;no;other;no
38;services;divorced;secondary;no;904;yes;no;failure;no
24;blue-collar;single;secondary;no;525;yes;no;failure;no
37;technician;divorced;tertiary;no;1762;yes;no;failure;no
39;services;divorced;secondary;no;1957;yes;yes;failure;no
35;technician;married;secondary;no;545;yes;no;failure;yes
39;management;divorced;secondary;no;-17;no;no;failure;no
46;blue-collar;single;primary;no;96;yes;no;failure;no
54;housemaid;married;secondary;no;736;yes;no;failure;no
33;self-employed;single;tertiary;no;1354;yes;no;failure;no
54;blue-collar;married;secondary;no;0;no;no;failure;no
39;management;married;tertiary;no;691;yes;yes;failure;no
51;entrepreneur;married;secondary;no;0;yes;yes;failure;no
35;blue-collar;single;secondary;no;0;yes;no;other;yes
57;admin.;divorced;primary;no;207;yes;no;failure;no
47;entrepreneur;married;secondary;no;1375;yes;no;failure;no
48;services;married;secondary;no;543;yes;no;failure;no
46;services;married;secondary;no;1550;yes;no;failure;no
38;blue-collar;married;primary;no;1576;yes;no;other;no
33;management;married;tertiary;no;2441;yes;yes;failure;no
30;blue-collar;single;secondary;no;445;yes;no;failure;no
40;self-employed;married;secondary;no;31;yes;no;failure;no
32;blue-collar;single;primary;no;528;yes;no;failure;no
31;blue-collar;single;secondary;no;1205;yes;no;other;no
29;admin.;married;secondary;no;2121;no;no;other;no
27;blue-collar;married;secondary;no;2171;yes;no;other;no
30;admin.;married;tertiary;no;26;yes;no;failure;no
31;blue-collar;single;secondary;no;855;yes;no;failure;no
40;technician;married;primary;no;644;yes;no;failure;no
38;blue-collar;divorced;secondary;no;614;yes;no;failure;no
30;admin.;single;secondary;no;818;yes;yes;failure;no
54;blue-collar;married;primary;no;3170;yes;no;failure;no
32;self-employed;single;tertiary;no;519;yes;no;failure;no
43;blue-collar;married;primary;no;2519;yes;no;other;no
38;admin.;married;secondary;no;281;yes;no;failure;no
36;blue-collar;single;primary;no;736;yes;no;failure;no
37;technician;married;secondary;no;0;yes;no;other;no
36;technician;single;tertiary;no;470;yes;no;success;no
48;blue-collar;married;secondary;no;113;yes;no;other;no
37;blue-collar;married;secondary;no;2848;yes;no;failure;no
31;management;single;tertiary;no;319;yes;no;failure;no
44;management;divorced;tertiary;no;2422;yes;no;failure;no
47;management;married;tertiary;no;109;yes;no;failure;no
42;blue-collar;married;primary;no;560;yes;yes;failure;no
32;services;married;secondary;no;1273;yes;no;failure;yes
38;self-employed;married;tertiary;no;2084;yes;no;failure;no
42;services;married;secondary;no;1027;yes;no;failure;no
33;blue-collar;single;secondary;no;1036;yes;yes;failure;no
39;blue-collar;married;primary;no;2366;yes;no;failure;no
32;management;single;secondary;no;301;yes;no;failure;no
38;technician;married;secondary;no;183;yes;no;failure;no
32;services;married;secondary;no;1167;yes;yes;failure;no
29;technician;single;tertiary;no;828;yes;no;other;no
40;blue-collar;married;primary;no;-214;yes;no;other;no
33;technician;single;tertiary;no;617;yes;no;other;no
36;technician;married;primary;no;3350;yes;no;other;no
53;admin.;married;secondary;no;3703;yes;no;failure;no
41;blue-collar;married;primary;no;-692;yes;no;failure;no
35;management;divorced;secondary;no;124;yes;no;failure;no
47;entrepreneur;divorced;secondary;no;392;yes;yes;failure;no
42;technician;divorced;secondary;no;611;yes;no;failure;no
45;blue-collar;married;primary;no;2958;yes;no;failure;no
27;technician;single;secondary;no;639;yes;no;success;no
34;blue-collar;married;primary;no;2720;yes;no;failure;no
42;admin.;single;secondary;no;734;yes;no;failure;no
44;blue-collar;divorced;primary;no;75;yes;no;failure;no
35;management;married;tertiary;no;1906;yes;no;other;no
53;blue-collar;married;primary;no;241;yes;no;failure;no
33;management;single;tertiary;no;1423;yes;no;other;no
32;technician;single;tertiary;no;932;yes;no;failure;yes
40;blue-collar;married;secondary;no;750;yes;yes;failure;no
44;management;married;tertiary;no;38;yes;no;other;no
53;management;married;tertiary;no;1319;yes;no;failure;no
40;services;divorced;primary;no;471;yes;no;failure;yes
37;management;married;tertiary;no;1594;yes;no;failure;no
34;management;single;tertiary;no;872;yes;no;failure;no
34;admin.;married;secondary;no;79;yes;no;failure;no
33;services;single;secondary;no;148;yes;no;failure;no
37;blue-collar;married;secondary;no;346;yes;no;failure;no
54;blue-collar;single;secondary;no;105;yes;no;failure;no
33;management;divorced;tertiary;no;525;yes;yes;other;no
31;admin.;married;secondary;no;-170;yes;yes;failure;no
41;services;married;secondary;no;121;yes;no;other;no
33;services;single;secondary;no;1940;yes;no;failure;no
41;technician;married;secondary;no;442;yes;yes;other;no
48;management;single;tertiary;no;191;yes;no;failure;no
37;blue-collar;married;secondary;no;590;yes;no;failure;no
42;services;married;secondary;no;798;no;no;other;no
56;retired;married;secondary;no;3738;yes;no;other;yes
44;blue-collar;married;primary;no;279;yes;no;other;no
34;services;single;secondary;no;0;yes;no;failure;no
52;management;married;primary;no;98;yes;no;failure;no
34;blue-collar;married;secondary;no;1134;yes;no;failure;no
55;admin.;married;secondary;no;865;yes;no;failure;no
25;student;single;secondary;no;1790;no;no;failure;no
36;services;married;secondary;no;456;yes;yes;failure;no
34;services;married;secondary;no;210;yes;yes;failure;no
33;entrepreneur;married;secondary;no;135;yes;no;failure;no
33;blue-collar;married;secondary;no;489;yes;no;failure;no
36;blue-collar;married;primary;no;442;yes;no;failure;no
37;blue-collar;single;secondary;no;90;yes;no;failure;no
38;admin.;single;secondary;no;245;yes;yes;success;no
47;blue-collar;married;secondary;no;1536;yes;no;other;no
30;services;married;secondary;no;249;yes;no;failure;no
34;services;married;secondary;no;703;no;no;failure;no
33;admin.;married;secondary;no;7;yes;no;failure;no
36;blue-collar;single;primary;no;263;yes;no;failure;no
38;blue-collar;married;primary;no;3242;yes;no;failure;no
38;management;single;tertiary;no;35;yes;no;failure;no
50;admin.;married;secondary;no;512;yes;yes;failure;no
52;blue-collar;married;secondary;no;1374;yes;no;failure;no
52;blue-collar;married;secondary;no;568;yes;no;failure;no
35;blue-collar;married;secondary;no;293;yes;no;other;yes
43;services;married;primary;no;-88;yes;yes;failure;no
31;services;married;secondary;no;-163;yes;no;failure;no
43;blue-collar;married;primary;no;-181;yes;no;failure;no
34;blue-collar;married;secondary;no;2595;yes;yes;other;no
32;blue-collar;married;secondary;no;435;yes;no;failure;no
54;management;married;secondary;no;-133;yes;no;failure;no
38;services;married;tertiary;no;0;yes;no;failure;no
28;blue-collar;single;secondary;no;1065;yes;yes;failure;no
32;management;divorced;tertiary;no;294;yes;no;success;yes
36;technician;single;tertiary;no;670;yes;no;failure;no
43;blue-collar;married;secondary;no;948;yes;no;other;no
43;admin.;single;secondary;no;243;yes;no;failure;no
31;blue-collar;married;secondary;no;658;yes;yes;failure;no
28;entrepreneur;married;secondary;no;490;yes;no;other;no
30;blue-collar;single;secondary;no;971;yes;no;other;no
46;blue-collar;married;primary;no;-175;yes;yes;failure;no
34;blue-collar;married;primary;no;329;yes;no;failure;yes
34;admin.;single;secondary;no;598;yes;no;failure;no
31;self-employed;single;tertiary;no;578;yes;no;failure;no
31;admin.;single;secondary;no;223;yes;no;success;no
43;admin.;married;secondary;no;214;yes;no;failure;no
54;blue-collar;married;primary;no;551;yes;no;failure;no
36;services;divorced;secondary;no;543;yes;no;failure;no
30;services;married;secondary;no;-43;yes;yes;other;no
55;blue-collar;single;primary;no;1187;yes;no;failure;no
28;technician;single;secondary;no;16;no;no;failure;no
22;blue-collar;single;secondary;no;104;yes;no;other;no
55;management;married;tertiary;no;505;yes;no;other;no
35;services;married;secondary;no;457;yes;no;failure;no
38;management;married;tertiary;no;-113;yes;no;failure;no
36;management;single;tertiary;no;953;yes;no;other;no
34;management;married;tertiary;no;436;yes;no;failure;no
41;admin.;married;secondary;no;1010;yes;no;failure;no
48;blue-collar;married;secondary;no;1143;yes;no;failure;no
45;technician;divorced;secondary;no;976;yes;no;failure;no
40;blue-collar;divorced;primary;no;190;yes;yes;failure;no
34;services;married;secondary;no;334;yes;no;failure;no
30;technician;married;secondary;no;398;yes;no;failure;no
33;blue-collar;single;secondary;no;3975;yes;yes;other;no
32;self-employed;married;primary;no;1074;yes;no;failure;no
30;blue-collar;married;secondary;no;2;yes;yes;failure;no
37;technician;married;secondary;no;-90;yes;no;failure;no
44;entrepreneur;married;secondary;no;887;yes;no;failure;no
22;blue-collar;single;secondary;no;-7;yes;no;other;no
28;services;single;secondary;no;437;yes;yes;failure;no
44;blue-collar;married;primary;no;228;yes;no;other;no
31;blue-collar;married;primary;no;99;yes;no;other;no
34;admin.;married;secondary;no;21;no;no;failure;no
33;technician;divorced;secondary;no;273;yes;no;failure;no
36;blue-collar;single;secondary;no;275;yes;no;failure;no
31;technician;single;tertiary;no;985;yes;no;failure;yes
34;management;married;tertiary;no;91;no;no;failure;no
54;admin.;married;secondary;no;426;yes;no;failure;no
40;technician;single;secondary;no;556;yes;no;failure;no
45;blue-collar;married;primary;no;271;yes;yes;failure;no
29;technician;single;secondary;no;205;yes;no;failure;no
32;blue-collar;married;secondary;no;225;yes;no;failure;yes
49;admin.;married;secondary;no;1096;yes;no;failure;no
39;admin.;married;secondary;no;260;yes;no;failure;no
34;blue-collar;single;secondary;no;-317;yes;no;other;no
38;blue-collar;married;primary;no;398;yes;yes;failure;no
60;retired;married;primary;no;0;yes;no;other;no
34;services;married;secondary;no;2021;yes;yes;other;no
30;blue-collar;married;secondary;no;578;yes;yes;failure;no
32;blue-collar;single;secondary;no;1415;yes;no;failure;no
42;blue-collar;married;secondary;no;-256;yes;no;failure;no
42;services;married;secondary;no;115;yes;yes;failure;no
34;admin.;married;secondary;no;1467;yes;no;failure;no
29;blue-collar;married;secondary;no;137;yes;no;other;no
38;management;married;tertiary;no;165;yes;no;other;yes
30;blue-collar;married;secondary;no;1171;yes;no;failure;no
30;admin.;single;secondary;no;390;yes;no;failure;no
33;blue-collar;married;secondary;no;26;yes;no;other;no
47;admin.;single;primary;no;683;no;no;failure;no
47;management;married;tertiary;no;385;yes;no;failure;no
40;blue-collar;married;primary;no;572;yes;yes;failure;no
41;technician;single;tertiary;no;445;yes;no;failure;no
43;blue-collar;married;secondary;no;1127;yes;no;other;no
37;blue-collar;married;primary;no;3154;yes;no;failure;yes
37;blue-collar;married;primary;no;0;yes;no;failure;no
49;blue-collar;married;primary;no;816;yes;no;failure;no
31;technician;married;tertiary;no;1990;yes;yes;other;no
30;blue-collar;married;secondary;no;246;yes;no;failure;no
29;technician;married;secondary;no;1180;yes;no;failure;yes
41;services;married;primary;no;450;yes;no;failure;no
44;management;single;tertiary;no;1277;yes;no;other;no
38;services;married;secondary;no;507;yes;no;failure;no
32;unemployed;single;secondary;no;199;yes;no;failure;no
38;technician;single;secondary;no;884;yes;yes;failure;no
36;self-employed;married;secondary;no;351;yes;no;failure;no
46;blue-collar;married;primary;no;85;yes;no;failure;no
45;blue-collar;married;primary;no;2348;yes;no;other;no
34;management;married;tertiary;no;520;yes;no;success;no
37;admin.;single;tertiary;no;3954;yes;no;failure;no
35;admin.;married;secondary;no;430;yes;no;failure;no
40;blue-collar;married;secondary;no;668;yes;no;other;no
35;blue-collar;married;secondary;no;199;yes;no;failure;no
24;blue-collar;married;secondary;no;-220;yes;no;failure;no
32;services;single;secondary;no;671;yes;no;failure;no
48;management;divorced;tertiary;no;266;yes;no;failure;no
35;services;married;secondary;no;372;yes;no;failure;no
42;services;married;secondary;no;1545;yes;no;failure;no
58;blue-collar;married;secondary;no;221;yes;no;failure;no
52;admin.;divorced;secondary;no;340;yes;no;failure;no
27;blue-collar;single;secondary;no;-116;yes;yes;failure;no
35;blue-collar;married;secondary;no;528;yes;no;failure;no
54;self-employed;married;secondary;no;641;yes;no;failure;no
33;blue-collar;married;secondary;no;2254;yes;no;failure;no
38;technician;married;secondary;no;710;yes;no;failure;no
37;management;single;tertiary;no;146;yes;no;failure;no
34;management;married;tertiary;no;11;yes;no;failure;no
37;blue-collar;married;secondary;no;982;yes;no;failure;no
26;self-employed;single;tertiary;no;3044;yes;yes;other;no
40;blue-collar;married;primary;no;1802;yes;no;failure;no
34;management;married;secondary;yes;879;yes;no;failure;yes
30;blue-collar;married;secondary;no;658;yes;no;failure;no
32;admin.;single;secondary;no;103;yes;no;other;no
32;services;divorced;secondary;no;453;yes;no;failure;no
35;services;married;secondary;no;586;yes;yes;failure;no
29;management;married;tertiary;no;103;yes;no;failure;no
33;blue-collar;single;primary;no;557;yes;no;failure;no
41;admin.;married;secondary;no;1380;yes;no;failure;no
34;entrepreneur;married;primary;no;165;yes;no;failure;no
60;retired;divorced;tertiary;no;381;yes;no;failure;no
39;technician;married;secondary;no;625;yes;no;failure;no
38;blue-collar;married;secondary;no;194;yes;no;failure;no
37;blue-collar;married;secondary;no;539;yes;yes;failure;no
31;management;single;tertiary;no;1130;yes;no;failure;no
33;services;married;secondary;no;-124;no;no;failure;no
30;technician;married;secondary;no;-280;yes;no;failure;no
31;technician;single;secondary;no;102;yes;no;failure;no
41;blue-collar;divorced;secondary;no;927;yes;no;failure;no
43;management;married;tertiary;no;175;yes;no;other;no
47;services;divorced;primary;no;91;yes;no;failure;no
32;blue-collar;married;primary;no;-56;yes;yes;other;no
40;blue-collar;married;secondary;no;679;yes;no;failure;no
36;services;married;secondary;no;526;yes;no;other;no
31;services;single;secondary;no;603;yes;yes;failure;no
37;management;married;tertiary;no;860;yes;no;failure;no
34;blue-collar;married;primary;no;170;yes;yes;other;no
34;blue-collar;married;tertiary;no;551;yes;no;other;no
32;technician;single;secondary;no;28;yes;no;failure;no
53;management;married;tertiary;no;2124;yes;no;failure;no
35;admin.;married;secondary;no;3487;yes;no;failure;no
46;services;divorced;primary;no;3854;yes;no;other;no
53;admin.;divorced;secondary;no;-163;yes;no;other;no
26;blue-collar;married;secondary;no;647;yes;no;other;no
34;technician;married;secondary;no;260;yes;no;failure;no
49;blue-collar;married;secondary;no;1127;yes;yes;failure;no
40;technician;married;secondary;no;96;yes;yes;failure;no
41;self-employed;married;secondary;no;323;yes;no;other;yes
34;management;single;tertiary;no;-444;yes;yes;other;no
35;blue-collar;married;primary;no;443;yes;no;other;no
29;services;single;secondary;no;229;yes;no;failure;no
53;technician;divorced;secondary;no;281;yes;no;other;no
39;blue-collar;married;secondary;no;284;yes;yes;failure;no
40;blue-collar;married;primary;no;119;yes;no;failure;no
31;blue-collar;married;secondary;no;505;yes;no;other;no
33;services;married;secondary;no;90;yes;no;failure;no
51;blue-collar;married;primary;no;216;yes;no;failure;no
38;blue-collar;married;secondary;no;566;yes;yes;other;no
33;admin.;single;secondary;no;745;yes;no;other;no
42;blue-collar;married;primary;no;875;yes;no;failure;no
40;management;married;secondary;no;643;yes;no;failure;no
31;technician;married;secondary;no;310;yes;no;failure;no
30;blue-collar;single;secondary;no;103;yes;no;other;no
30;services;single;secondary;no;-172;yes;yes;other;no
48;blue-collar;married;primary;no;551;yes;yes;failure;no
32;blue-collar;married;secondary;no;298;yes;no;failure;no
29;blue-collar;married;secondary;no;577;yes;no;other;no
31;blue-collar;married;secondary;no;604;yes;no;failure;no
36;blue-collar;married;secondary;no;0;yes;no;failure;no
38;self-employed;married;secondary;no;-17;yes;no;other;no
36;management;married;tertiary;no;549;yes;no;failure;no
31;technician;single;secondary;no;579;yes;yes;other;no
36;blue-collar;married;secondary;no;1949;yes;no;failure;no
23;technician;single;secondary;no;28;yes;no;failure;no
51;blue-collar;married;secondary;no;1329;yes;yes;failure;no
35;blue-collar;married;secondary;no;1207;yes;no;success;no
30;blue-collar;single;secondary;no;1012;yes;no;failure;no
50;blue-collar;married;primary;no;104;yes;no;other;no
29;blue-collar;married;primary;no;459;yes;yes;failure;no
33;technician;single;tertiary;no;1190;yes;no;failure;no
32;admin.;single;secondary;no;620;no;no;failure;no
46;services;divorced;secondary;no;864;yes;no;failure;no
35;entrepreneur;single;tertiary;no;1295;yes;no;failure;no
44;blue-collar;married;primary;no;-93;yes;no;failure;no
33;blue-collar;single;secondary;no;476;yes;yes;failure;no
37;self-employed;single;primary;no;235;yes;no;failure;no
34;services;married;secondary;no;241;yes;no;other;no
30;admin.;single;secondary;no;613;yes;no;failure;no
37;blue-collar;single;secondary;no;1127;yes;no;failure;no
38;admin.;married;primary;no;3913;yes;no;failure;no
36;blue-collar;married;secondary;no;1589;yes;no;other;no
32;admin.;married;secondary;no;413;yes;no;failure;no
30;management;single;tertiary;no;638;yes;no;other;no
28;blue-collar;married;secondary;no;1021;yes;no;other;no
32;blue-collar;married;secondary;no;112;yes;no;other;no
36;admin.;single;secondary;no;733;yes;no;other;no
31;blue-collar;married;secondary;no;2289;yes;yes;failure;no
29;blue-collar;married;secondary;no;1238;yes;no;failure;no
41;blue-collar;married;secondary;no;563;yes;no;failure;no
34;admin.;married;secondary;no;-314;yes;yes;other;no
33;technician;married;secondary;no;359;yes;no;other;no
37;blue-collar;married;primary;no;287;yes;no;failure;no
32;technician;married;secondary;no;286;no;no;failure;no
45;blue-collar;married;primary;no;658;yes;no;failure;no
57;admin.;married;primary;no;202;yes;no;failure;no
33;blue-collar;married;primary;no;217;yes;no;failure;no
32;admin.;single;secondary;no;-45;yes;no;other;no
35;management;married;tertiary;no;1473;yes;no;other;no
56;unemployed;divorced;secondary;no;283;yes;yes;failure;no
57;technician;married;tertiary;no;3082;yes;yes;failure;no
46;blue-collar;married;primary;no;292;yes;no;failure;no
46;blue-collar;divorced;secondary;no;168;yes;no;other;no
40;blue-collar;single;secondary;no;169;yes;no;failure;no
31;blue-collar;single;primary;no;71;yes;no;failure;no
43;admin.;married;secondary;no;101;yes;no;failure;no
33;admin.;married;secondary;no;6;yes;no;other;no
43;admin.;married;secondary;no;1220;yes;no;other;no
27;student;single;secondary;no;2784;yes;no;failure;no
53;admin.;married;secondary;no;225;yes;no;failure;no
34;blue-collar;single;secondary;no;550;yes;no;failure;no
33;blue-collar;married;secondary;no;2502;yes;no;failure;no
31;blue-collar;married;secondary;no;1664;yes;no;success;no
51;blue-collar;married;primary;no;14;yes;yes;failure;no
50;entrepreneur;married;tertiary;no;221;yes;no;failure;no
34;blue-collar;married;primary;no;1217;yes;no;failure;no
35;management;single;tertiary;no;1422;yes;yes;other;no
43;services;divorced;secondary;no;266;yes;yes;failure;no
35;technician;single;tertiary;no;122;no;no;failure;no
36;blue-collar;married;secondary;no;-53;yes;no;other;no
42;management;married;tertiary;no;72;yes;no;failure;no
45;technician;married;secondary;no;497;yes;no;failure;no
31;management;single;tertiary;no;635;yes;no;failure;no
35;blue-collar;married;secondary;no;360;yes;no;failure;no
30;management;single;tertiary;no;63;yes;no;other;no
35;admin.;married;secondary;no;1345;yes;no;failure;no
39;blue-collar;married;secondary;no;2299;yes;no;failure;no
48;services;married;primary;no;0;yes;no;failure;no
35;admin.;divorced;tertiary;no;262;yes;no;other;no
42;admin.;married;secondary;no;0;yes;no;failure;no
41;admin.;married;secondary;no;67;no;no;failure;no
38;blue-collar;married;secondary;no;730;yes;no;other;no
34;technician;married;secondary;no;-228;yes;no;other;no
25;blue-collar;single;primary;no;147;yes;no;failure;no
48;services;married;secondary;no;440;yes;no;failure;no
46;management;married;tertiary;no;189;yes;no;failure;no
45;management;married;tertiary;no;126;yes;no;failure;no
32;blue-collar;married;primary;no;0;yes;no;other;no
40;blue-collar;married;secondary;no;1386;yes;yes;other;no
31;blue-collar;married;primary;no;2929;yes;no;failure;no
39;services;married;secondary;no;18;yes;yes;failure;no
27;admin.;single;secondary;no;619;yes;no;other;no
41;technician;married;tertiary;no;532;yes;no;failure;no
41;blue-collar;married;secondary;no;1522;yes;yes;failure;no
31;management;single;tertiary;no;775;yes;no;failure;no
34;blue-collar;married;secondary;no;856;yes;no;other;no
32;technician;single;secondary;no;1819;yes;no;failure;no
59;management;divorced;tertiary;no;258;yes;no;success;no
24;blue-collar;married;secondary;no;0;yes;no;failure;no
59;housemaid;divorced;tertiary;no;0;no;no;other;no
34;entrepreneur;single;secondary;no;318;yes;no;failure;no
54;retired;married;secondary;no;303;yes;no;failure;no
26;blue-collar;single;primary;no;52;yes;no;success;no
32;technician;single;tertiary;no;1454;yes;no;other;no
38;services;married;secondary;no;-349;yes;no;failure;no
34;technician;single;secondary;no;1161;yes;no;failure;no
43;blue-collar;married;secondary;no;1927;yes;no;failure;no
34;blue-collar;married;secondary;no;965;yes;no;other;no
36;blue-collar;married;secondary;no;0;yes;yes;success;no
36;entrepreneur;married;secondary;no;24;yes;no;failure;no
44;blue-collar;married;secondary;no;508;yes;no;failure;no
31;management;married;tertiary;no;491;yes;no;other;no
33;technician;single;secondary;no;151;yes;no;failure;no
41;admin.;married;primary;no;1314;yes;no;failure;no
60;admin.;married;secondary;no;1914;yes;no;failure;no
37;services;married;secondary;no;184;yes;no;failure;no
41;blue-collar;married;primary;no;241;yes;no;failure;no
59;management;married;tertiary;no;287;yes;no;failure;no
34;admin.;single;secondary;no;1352;yes;no;other;no
29;blue-collar;married;secondary;no;2378;yes;yes;failure;no
32;management;married;tertiary;no;3154;no;no;failure;no
43;blue-collar;married;primary;no;517;yes;no;failure;no
35;management;married;tertiary;no;2123;yes;no;failure;no
55;blue-collar;divorced;secondary;no;462;yes;no;failure;no
50;services;divorced;secondary;no;2015;yes;no;failure;no
44;blue-collar;married;secondary;no;3060;yes;no;failure;no
40;technician;single;tertiary;no;825;yes;no;other;no
37;admin.;married;secondary;no;2320;yes;no;other;no
40;admin.;single;tertiary;no;283;yes;no;failure;no
42;blue-collar;married;secondary;no;2717;yes;yes;failure;no
43;blue-collar;married;secondary;no;314;yes;yes;failure;no
37;admin.;divorced;tertiary;no;43;yes;no;failure;no
30;blue-collar;married;secondary;no;322;yes;no;other;no
32;blue-collar;married;primary;no;2;yes;yes;failure;no
32;admin.;married;secondary;no;3052;yes;yes;failure;no
31;blue-collar;married;secondary;no;631;yes;no;failure;no
33;blue-collar;married;secondary;no;35;yes;no;failure;no
33;management;married;tertiary;no;864;yes;no;failure;no
28;technician;single;tertiary;no;387;yes;no;failure;yes
43;blue-collar;married;secondary;no;85;yes;no;other;no
51;blue-collar;married;secondary;no;-237;yes;yes;other;no
33;housemaid;married;tertiary;no;10;yes;no;failure;no
39;management;married;tertiary;no;894;yes;no;other;no
33;management;single;tertiary;no;437;yes;no;failure;no
39;services;married;secondary;no;104;yes;no;failure;no
31;blue-collar;single;secondary;no;648;yes;yes;failure;no
31;services;single;primary;no;181;yes;no;other;no
28;management;single;secondary;no;967;yes;no;failure;no
34;management;divorced;tertiary;no;471;no;no;failure;no
37;admin.;single;tertiary;no;2317;yes;no;failure;no
54;technician;divorced;secondary;no;1663;yes;no;other;no
29;technician;single;tertiary;no;2269;yes;no;failure;no
43;services;married;secondary;no;3689;yes;no;failure;no
30;blue-collar;married;primary;no;262;yes;no;other;no
46;management;divorced;secondary;no;145;yes;no;failure;no
32;technician;married;secondary;no;3322;yes;no;failure;no
32;admin.;single;secondary;no;299;yes;no;failure;no
48;admin.;married;secondary;no;1060;yes;no;failure;no
