age;job;marital;education;default;balance;housing;loan;poutcome;y
38;blue-collar;married;secondary;no;961;yes;no;unknown;no
40;services;married;secondary;no;181;yes;no;unknown;no
34;entrepreneur;married;tertiary;no;355;yes;no;unknown;no
41;management;married;tertiary;no;0;no;yes;unknown;no
37;management;single;tertiary;no;499;yes;no;unknown;no
32;services;divorced;secondary;no;-115;yes;no;unknown;no
31;blue-collar;married;secondary;no;92;yes;no;unknown;yes
34;self-employed;married;tertiary;no;1029;yes;yes;unknown;no
42;admin.;married;secondary;no;534;yes;no;unknown;no
27;services;married;secondary;no;15;yes;no;unknown;no
35;services;married;secondary;no;1053;yes;no;unknown;no
43;admin.;single;secondary;no;6;no;no;unknown;no
29;services;single;secondary;no;-142;yes;no;unknown;no
33;services;divorced;secondary;no;2;yes;no;unknown;no
57;retired;divorced;secondary;no;70;yes;no;unknown;no
50;entrepreneur;married;secondary;no;556;yes;no;unknown;no
28;services;single;secondary;no;45;yes;no;unknown;no
45;blue-collar;divorced;secondary;no;9;yes;no;unknown;no
33;blue-collar;divorced;secondary;no;-131;yes;no;unknown;no
24;blue-collar;married;secondary;no;142;yes;yes;unknown;no
34;technician;single;secondary;no;0;yes;yes;unknown;no
23;admin.;married;tertiary;no;2;yes;no;unknown;no
59;retired;married;primary;no;646;yes;no;unknown;no
40;admin.;single;secondary;no;739;yes;no;unknown;no
44;blue-collar;married;primary;no;1511;yes;no;unknown;no
33;blue-collar;married;secondary;no;58;no;no;unknown;no
29;admin.;single;secondary;no;163;yes;yes;unknown;yes
39;blue-collar;married;primary;no;385;yes;no;unknown;no
36;management;divorced;tertiary;no;1343;yes;yes;unknown;no
34;services;divorced;secondary;no;169;yes;no;unknown;no
35;blue-collar;married;secondary;no;-613;yes;no;unknown;no
47;services;married;primary;no;1496;yes;no;unknown;no
40;blue-collar;married;secondary;no;580;yes;no;unknown;no
30;technician;married;secondary;no;-306;yes;yes;unknown;no
27;management;married;secondary;no;-41;yes;no;unknown;no
40;admin.;divorced;secondary;no;783;yes;yes;unknown;no
26;blue-collar;divorced;secondary;no;241;yes;no;unknown;no
46;management;married;tertiary;no;245;yes;no;unknown;no
43;management;married;secondary;no;-26;yes;no;unknown;no
36;technician;single;tertiary;no;705;yes;no;unknown;no
32;blue-collar;married;secondary;no;23;yes;no;unknown;no
47;blue-collar;divorced;secondary;no;380;yes;no;unknown;no
29;blue-collar;single;secondary;no;4574;yes;no;unknown;no
36;technician;married;tertiary;no;183;yes;no;unknown;no
33;blue-collar;single;secondary;no;272;yes;no;unknown;no
57;admin.;married;secondary;no;4168;yes;yes;unknown;no
30;technician;single;secondary;no;677;yes;no;unknown;no
59;admin.;divorced;secondary;no;174;yes;no;unknown;no
32;blue-collar;married;primary;no;1877;yes;no;unknown;no
56;retired;married;secondary;no;3690;yes;yes;unknown;no
25;blue-collar;married;secondary;no;109;yes;no;unknown;no
32;blue-collar;single;secondary;no;8;yes;no;unknown;no
30;admin.;married;secondary;no;40;yes;yes;unknown;no
45;blue-collar;married;secondary;no;-1400;yes;no;unknown;no
47;blue-collar;married;secondary;no;-656;yes;no;unknown;no
25;technician;single;secondary;no;1400;yes;yes;unknown;no
28;blue-collar;married;primary;no;507;yes;no;unknown;no
30;blue-collar;single;secondary;no;75;yes;no;unknown;no
28;admin.;married;tertiary;no;364;yes;no;unknown;no
27;technician;single;secondary;no;1742;yes;no;unknown;yes
32;blue-collar;married;secondary;no;1197;yes;yes;unknown;no
40;self-employed;married;tertiary;no;1126;yes;no;unknown;no
29;blue-collar;single;primary;no;105;yes;no;unknown;no
38;admin.;married;secondary;no;-650;no;no;unknown;no
37;blue-collar;single;primary;no;117;yes;no;unknown;no
22;admin.;single;secondary;no;118;yes;no;unknown;no
23;admin.;single;secondary;no;178;yes;no;unknown;no
30;self-employed;single;secondary;no;299;yes;no;unknown;no
27;blue-collar;single;primary;no;0;yes;no;unknown;no
31;admin.;married;secondary;no;5;no;no;unknown;no
26;blue-collar;single;secondary;no;65;no;no;unknown;no
36;admin.;divorced;secondary;no;246;yes;no;unknown;no
29;blue-collar;single;secondary;no;1166;yes;no;unknown;no
37;services;divorced;secondary;no;49;yes;no;unknown;yes
39;blue-collar;married;primary;no;95;yes;no;unknown;no
38;unemployed;married;primary;no;113;yes;no;unknown;no
27;entrepreneur;married;secondary;no;554;yes;no;unknown;no
58;retired;married;primary;no;269;yes;no;unknown;no
36;blue-collar;married;secondary;no;63;yes;no;unknown;no
24;services;single;secondary;no;-248;yes;no;unknown;no
25;services;single;secondary;no;32;yes;no;unknown;no
43;management;married;secondary;no;452;yes;no;unknown;no
38;blue-collar;married;primary;no;467;yes;no;unknown;no
40;blue-collar;married;primary;no;1758;yes;no;unknown;yes
33;blue-collar;single;secondary;no;-416;yes;no;unknown;yes
35;technician;married;secondary;no;523;yes;yes;unknown;no
46;blue-collar;married;primary;no;2499;yes;no;unknown;no
30;technician;single;tertiary;no;236;yes;no;unknown;no
24;technician;single;secondary;no;3926;yes;no;unknown;no
24;technician;single;secondary;no;409;yes;no;unknown;yes
45;management;married;tertiary;no;876;no;no;unknown;no
45;blue-collar;married;primary;no;1163;no;no;unknown;no
53;technician;single;secondary;no;708;yes;no;unknown;no
34;technician;single;tertiary;no;586;yes;no;unknown;no
24;blue-collar;married;primary;no;656;yes;no;unknown;yes
57;housemaid;married;primary;no;260;yes;no;unknown;no
55;blue-collar;married;primary;no;571;yes;no;unknown;no
52;technician;single;secondary;no;36;yes;no;unknown;no
54;technician;divorced;secondary;no;0;yes;no;unknown;no
29;blue-collar;single;primary;no;-63;yes;no;unknown;no
23;services;single;secondary;no;91;yes;no;unknown;no
24;services;single;secondary;no;0;no;no;unknown;no
59;blue-collar;married;secondary;no;169;yes;no;unknown;no
40;blue-collar;married;secondary;no;2073;yes;no;unknown;no
35;blue-collar;married;secondary;no;53;yes;no;unknown;no
56;housemaid;married;primary;no;82;no;no;unknown;no
28;technician;married;secondary;no;58;no;no;unknown;no
32;management;single;secondary;no;916;yes;no;unknown;no
40;management;divorced;tertiary;no;37;yes;no;unknown;no
32;blue-collar;single;primary;no;100;yes;no;unknown;no
41;services;married;primary;no;124;yes;no;unknown;no
55;management;married;primary;no;19;yes;no;unknown;no
52;technician;married;secondary;no;420;no;no;unknown;no
58;technician;divorced;secondary;no;906;yes;yes;unknown;no
29;unemployed;single;tertiary;no;0;yes;yes;unknown;no
53;blue-collar;married;primary;no;634;yes;no;unknown;no
44;services;married;secondary;no;0;yes;yes;unknown;no
41;admin.;married;secondary;no;338;yes;no;unknown;no
44;admin.;married;secondary;no;0;yes;yes;unknown;no
38;management;married;tertiary;no;2724;yes;no;unknown;no
27;management;single;tertiary;no;-98;yes;yes;unknown;no
44;admin.;married;secondary;no;73;yes;no;unknown;no
45;blue-collar;single;secondary;no;636;yes;no;unknown;no
30;blue-collar;single;secondary;no;132;yes;no;unknown;no
47;technician;married;tertiary;no;282;yes;no;unknown;no
54;entrepreneur;married;primary;no;3343;yes;yes;unknown;no
29;technician;single;secondary;no;-166;yes;no;unknown;no
50;admin.;divorced;secondary;no;363;yes;no;unknown;yes
32;blue-collar;single;secondary;no;29;no;no;unknown;no
57;entrepreneur;married;tertiary;yes;-524;yes;no;unknown;no
51;blue-collar;married;primary;no;1194;yes;no;unknown;no
32;admin.;single;secondary;no;422;yes;no;unknown;no
27;technician;single;tertiary;no;3706;yes;no;unknown;yes
41;unemployed;married;secondary;no;356;yes;no;unknown;no
53;technician;married;secondary;no;31;yes;no;unknown;no
29;self-employed;single;secondary;no;272;yes;no;unknown;no
28;management;married;tertiary;no;103;yes;no;unknown;no
27;management;single;tertiary;yes;-308;yes;no;unknown;no
49;blue-collar;married;secondary;no;16;yes;no;unknown;no
44;blue-collar;married;primary;no;1485;yes;no;unknown;no
32;entrepreneur;single;tertiary;no;1;yes;yes;unknown;no
34;blue-collar;single;primary;no;85;no;no;unknown;no
43;services;married;primary;no;822;yes;no;unknown;no
41;management;divorced;tertiary;no;647;yes;no;unknown;no
41;management;married;tertiary;no;223;yes;no;unknown;no
47;blue-collar;married;primary;no;242;yes;no;unknown;no
33;blue-collar;married;secondary;no;64;no;no;unknown;no
47;services;married;secondary;no;2597;yes;no;unknown;no
46;management;divorced;tertiary;no;770;yes;no;unknown;no
46;technician;married;secondary;no;4956;yes;no;unknown;no
30;admin.;married;secondary;no;122;yes;no;unknown;no
41;technician;single;secondary;no;28;no;no;unknown;no
30;technician;married;secondary;no;1011;yes;no;unknown;no
56;retired;divorced;secondary;no;4166;yes;no;unknown;no
47;services;married;secondary;no;837;yes;yes;unknown;no
36;management;single;tertiary;no;146;yes;no;unknown;no
60;retired;married;primary;no;458;yes;no;unknown;no
34;admin.;married;secondary;no;641;yes;yes;unknown;no
44;self-employed;married;secondary;no;1310;yes;no;unknown;no
29;technician;married;secondary;no;782;yes;no;unknown;no
48;blue-collar;married;secondary;no;478;yes;yes;unknown;no
60;management;married;tertiary;no;36;yes;no;unknown;no
29;management;single;tertiary;no;0;no;no;unknown;no
30;services;single;tertiary;no;136;yes;yes;unknown;no
35;admin.;single;primary;no;8;yes;no;unknown;no
37;services;single;secondary;no;934;yes;no;unknown;no
42;blue-collar;married;secondary;no;314;yes;yes;unknown;no
34;technician;married;secondary;no;978;yes;no;unknown;no
50;management;single;tertiary;no;567;yes;no;unknown;no
27;services;single;secondary;no;194;yes;no;unknown;no
45;technician;single;tertiary;no;4537;yes;no;unknown;no
50;management;divorced;tertiary;no;318;yes;no;unknown;no
43;technician;married;secondary;no;17;yes;no;unknown;no
32;housemaid;divorced;secondary;no;715;yes;yes;unknown;no
55;management;single;tertiary;no;1464;yes;no;unknown;no
40;services;single;secondary;no;-61;yes;yes;unknown;no
56;entrepreneur;married;tertiary;no;1297;yes;no;unknown;no
21;admin.;single;secondary;no;325;yes;no;unknown;no
27;technician;married;tertiary;no;276;no;no;unknown;no
24;admin.;single;secondary;no;770;yes;no;unknown;no
25;technician;single;secondary;no;2;yes;yes;unknown;no
41;blue-collar;married;primary;no;208;yes;no;unknown;no
49;unemployed;divorced;secondary;no;495;yes;no;unknown;no
44;blue-collar;married;tertiary;no;2185;yes;no;unknown;no
42;blue-collar;married;secondary;no;351;yes;no;unknown;no
45;blue-collar;married;primary;no;71;yes;no;unknown;no
51;technician;married;secondary;no;349;yes;no;unknown;no
33;technician;married;secondary;no;153;yes;no;unknown;no
32;blue-collar;married;primary;no;244;yes;no;unknown;no
41;technician;married;secondary;no;493;yes;no;unknown;no
29;services;married;tertiary;no;62;yes;yes;unknown;no
49;technician;divorced;tertiary;no;874;yes;no;unknown;no
49;blue-collar;divorced;secondary;yes;259;no;no;unknown;no
25;admin.;single;secondary;no;304;no;no;unknown;no
33;blue-collar;single;secondary;no;371;yes;no;unknown;no
50;blue-collar;married;primary;no;231;yes;no;unknown;no
50;admin.;married;secondary;no;1906;no;no;unknown;no
40;management;single;secondary;no;192;yes;no;unknown;no
32;blue-collar;married;primary;no;158;yes;no;unknown;no
43;blue-collar;divorced;primary;no;-57;yes;no;unknown;no
24;retired;single;secondary;no;366;no;yes;unknown;no
49;blue-collar;married;primary;no;327;yes;no;unknown;no
36;management;married;tertiary;no;1125;yes;yes;unknown;no
31;admin.;single;secondary;no;-48;yes;no;unknown;no
30;technician;single;secondary;no;298;yes;no;unknown;no
46;technician;married;tertiary;no;2207;yes;no;unknown;no
35;blue-collar;single;secondary;no;88;yes;no;unknown;no
44;admin.;married;secondary;no;2687;yes;no;unknown;no
33;management;married;tertiary;no;307;no;no;unknown;no
42;blue-collar;married;primary;yes;398;yes;no;unknown;no
39;services;single;secondary;no;-388;yes;no;unknown;no
41;blue-collar;single;primary;no;1649;yes;no;unknown;no
58;blue-collar;married;secondary;no;886;no;no;unknown;no
40;blue-collar;married;secondary;no;1161;yes;yes;unknown;no
37;admin.;married;secondary;no;281;yes;no;unknown;no
45;blue-collar;married;primary;no;137;yes;yes;unknown;no
49;management;married;primary;no;267;yes;no;unknown;no
35;blue-collar;married;primary;no;767;yes;no;unknown;no
28;blue-collar;single;secondary;no;1112;yes;no;unknown;no
32;technician;single;tertiary;no;192;yes;no;unknown;no
45;self-employed;married;secondary;no;1113;yes;no;unknown;no
44;technician;single;secondary;no;696;yes;no;unknown;no
55;blue-collar;married;primary;no;-268;yes;no;unknown;no
37;blue-collar;single;secondary;no;197;yes;no;unknown;no
28;services;single;secondary;no;317;yes;no;unknown;no
43;admin.;single;tertiary;no;329;yes;no;unknown;no
35;blue-collar;single;secondary;no;510;yes;no;unknown;no
30;management;single;tertiary;no;5;no;no;unknown;no
54;management;single;tertiary;no;4393;yes;no;unknown;yes
34;management;divorced;tertiary;no;488;yes;no;unknown;no
30;services;single;secondary;no;442;yes;no;unknown;no
52;blue-collar;married;primary;no;1007;yes;no;unknown;no
44;blue-collar;married;primary;no;195;yes;no;unknown;no
36;blue-collar;married;secondary;no;513;yes;no;unknown;no
44;technician;divorced;secondary;no;399;yes;no;unknown;no
44;blue-collar;married;primary;no;12;yes;no;unknown;no
24;blue-collar;single;secondary;no;77;yes;no;unknown;no
41;blue-collar;divorced;secondary;no;-104;yes;no;unknown;no
51;technician;married;tertiary;no;0;yes;no;unknown;no
53;blue-collar;married;secondary;no;2;yes;no;unknown;no
41;blue-collar;single;primary;no;0;yes;no;unknown;no
26;blue-collar;single;primary;no;-579;yes;no;unknown;no
53;entrepreneur;married;tertiary;no;2884;yes;no;unknown;no
30;technician;single;secondary;no;863;yes;no;unknown;yes
32;services;single;secondary;no;358;yes;no;unknown;no
40;blue-collar;married;secondary;no;0;yes;no;unknown;no
55;technician;married;secondary;no;2055;yes;no;unknown;no
35;services;single;secondary;no;568;yes;no;unknown;no
32;management;single;secondary;no;0;yes;yes;unknown;no
32;blue-collar;married;primary;no;217;yes;no;unknown;no
43;services;married;secondary;no;3608;yes;no;unknown;no
42;blue-collar;married;secondary;no;388;yes;yes;unknown;no
27;management;single;tertiary;yes;0;yes;no;unknown;no
36;services;married;secondary;no;279;no;no;unknown;no
32;admin.;married;secondary;no;193;yes;no;unknown;no
53;technician;divorced;secondary;no;751;yes;no;unknown;no
34;blue-collar;married;secondary;no;305;yes;no;unknown;no
23;blue-collar;single;secondary;no;105;yes;no;unknown;no
31;management;single;tertiary;no;548;yes;no;unknown;no
46;services;married;secondary;no;271;yes;no;unknown;no
31;services;married;secondary;no;246;yes;no;unknown;no
42;self-employed;married;tertiary;no;1932;yes;no;unknown;no
52;self-employed;married;secondary;no;1066;yes;no;unknown;no
38;blue-collar;married;primary;no;-326;yes;no;unknown;no
38;blue-collar;single;primary;no;1465;yes;no;unknown;no
60;unemployed;married;primary;no;26;yes;no;unknown;no
30;blue-collar;married;secondary;no;68;yes;yes;unknown;no
53;technician;divorced;tertiary;no;647;yes;no;unknown;no
35;admin.;single;secondary;no;368;yes;no;unknown;no
45;admin.;married;secondary;no;-183;yes;no;unknown;no
57;retired;married;primary;no;70;yes;yes;unknown;no
41;technician;married;primary;no;141;yes;no;unknown;no
44;blue-collar;married;primary;no;75;no;no;unknown;no
46;services;married;secondary;no;9;no;no;unknown;no
34;blue-collar;married;primary;no;695;yes;yes;unknown;yes
51;blue-collar;divorced;primary;no;83;yes;no;unknown;no
27;services;single;secondary;no;-20;no;no;unknown;no
31;self-employed;single;secondary;no;532;yes;no;unknown;no
51;management;married;tertiary;no;0;yes;no;unknown;no
25;management;single;tertiary;no;99;yes;yes;unknown;no
37;management;single;secondary;no;792;yes;no;unknown;yes
35;blue-collar;married;primary;no;378;yes;no;unknown;no
58;retired;married;primary;no;331;yes;no;unknown;no
36;management;married;secondary;no;122;yes;no;unknown;no
38;blue-collar;married;secondary;no;660;yes;yes;unknown;no
27;admin.;single;secondary;no;276;yes;no;unknown;no
44;blue-collar;married;primary;no;-14;yes;yes;unknown;no
47;blue-collar;single;secondary;no;15;yes;no;unknown;no
26;admin.;single;secondary;no;-326;yes;no;unknown;no
29;services;single;secondary;no;2099;yes;yes;unknown;no
60;management;divorced;tertiary;no;2589;yes;no;unknown;no
37;entrepreneur;single;secondary;no;654;no;no;unknown;no
35;blue-collar;married;secondary;no;474;yes;no;unknown;no
44;blue-collar;married;secondary;no;294;yes;no;unknown;no
50;management;divorced;primary;no;-6;yes;no;unknown;no
41;blue-collar;married;primary;no;865;no;yes;unknown;no
26;technician;divorced;secondary;no;379;yes;yes;unknown;no
46;management;married;primary;no;357;yes;yes;unknown;no
54;services;married;secondary;no;2431;yes;no;unknown;no
46;blue-collar;married;tertiary;no;1497;yes;no;unknown;no
55;blue-collar;married;secondary;no;1261;no;no;unknown;no
45;blue-collar;married;secondary;no;1124;yes;no;unknown;no
58;retired;married;primary;no;196;yes;no;unknown;no
48;unemployed;married;tertiary;no;-471;yes;no;unknown;no
38;services;married;secondary;no;497;yes;yes;unknown;no
57;services;divorced;primary;no;1920;no;no;unknown;no
40;management;single;tertiary;no;2784;yes;no;unknown;no
44;services;married;secondary;no;556;no;no;unknown;no
55;technician;married;secondary;no;517;yes;yes;unknown;no
42;management;divorced;tertiary;no;0;no;no;unknown;no
48;technician;married;secondary;no;522;yes;no;unknown;no
52;admin.;divorced;secondary;no;-342;no;no;unknown;no
31;blue-collar;married;secondary;no;43;yes;no;unknown;no
50;blue-collar;divorced;secondary;no;2402;yes;no;unknown;no
44;entrepreneur;married;secondary;yes;-848;yes;no;unknown;no
33;admin.;married;secondary;no;0;no;no;unknown;no
43;technician;married;secondary;no;674;yes;yes;unknown;no
46;services;divorced;secondary;no;778;yes;no;unknown;no
43;services;married;secondary;no;384;yes;yes;unknown;no
50;services;divorced;secondary;no;256;yes;no;unknown;no
41;admin.;single;secondary;no;1020;yes;no;unknown;yes
50;services;married;secondary;no;1463;yes;no;unknown;no
50;services;divorced;secondary;no;761;yes;no;unknown;no
40;admin.;married;secondary;no;1380;yes;no;unknown;no
30;blue-collar;single;primary;no;71;yes;no;unknown;no
44;admin.;married;secondary;yes;-1249;yes;yes;unknown;no
51;technician;single;secondary;no;4089;yes;no;unknown;no
40;blue-collar;married;primary;no;3736;yes;no;unknown;no
38;blue-collar;married;primary;no;2407;yes;no;unknown;no
52;technician;married;secondary;no;1781;yes;no;unknown;no
49;technician;married;secondary;no;4667;yes;no;unknown;no
44;admin.;divorced;secondary;no;2;yes;no;unknown;no
39;admin.;married;tertiary;no;259;yes;no;unknown;no
43;admin.;single;secondary;no;445;yes;no;unknown;no
32;services;married;secondary;no;132;yes;yes;unknown;no
55;services;married;secondary;no;283;yes;no;unknown;no
42;management;divorced;secondary;no;830;yes;no;unknown;no
26;technician;single;tertiary;no;75;yes;yes;unknown;no
54;services;married;secondary;no;158;yes;no;unknown;no
34;blue-collar;married;primary;no;46;yes;yes;unknown;no
46;management;married;tertiary;no;4301;yes;yes;unknown;no
25;blue-collar;single;secondary;no;815;yes;no;unknown;no
49;management;married;tertiary;no;128;yes;no;unknown;no
59;blue-collar;divorced;primary;no;457;yes;no;unknown;no
57;management;married;primary;no;0;no;no;unknown;no
27;technician;married;secondary;no;374;yes;no;unknown;no
38;services;married;secondary;no;3259;yes;no;unknown;no
41;services;divorced;secondary;no;-19;yes;no;unknown;no
56;blue-collar;married;secondary;no;316;yes;no;unknown;no
37;blue-collar;married;secondary;no;398;yes;no;unknown;no
32;unemployed;married;secondary;no;2996;yes;no;unknown;no
47;admin.;married;secondary;no;292;yes;no;unknown;no
38;services;single;tertiary;no;323;yes;no;unknown;no
30;blue-collar;married;secondary;no;1312;yes;no;unknown;no
43;blue-collar;married;primary;no;953;yes;no;unknown;no
35;blue-collar;single;secondary;no;5;no;no;unknown;no
28;technician;single;secondary;no;213;yes;no;unknown;no
38;admin.;married;secondary;no;976;yes;yes;unknown;no
45;blue-collar;married;primary;no;970;yes;no;unknown;no
31;technician;single;secondary;no;87;yes;no;unknown;no
38;technician;married;secondary;no;59;yes;no;unknown;no
28;student;single;tertiary;no;80;yes;no;unknown;no
40;unemployed;married;primary;no;3444;yes;no;unknown;no
47;blue-collar;married;secondary;no;863;yes;no;unknown;yes
27;management;single;tertiary;yes;0;yes;no;unknown;no
30;technician;single;secondary;no;18;no;no;unknown;no
53;services;married;secondary;no;33;yes;no;unknown;no
48;blue-collar;married;primary;no;281;yes;no;unknown;no
35;technician;single;secondary;no;-206;yes;no;unknown;no
38;services;single;secondary;no;36;yes;no;unknown;no
53;blue-collar;married;primary;no;10;yes;no;unknown;no
25;blue-collar;married;secondary;no;77;yes;no;unknown;no
45;entrepreneur;married;tertiary;no;369;yes;no;unknown;no
28;blue-collar;single;secondary;no;43;no;no;unknown;no
30;blue-collar;married;primary;no;392;yes;no;unknown;no
31;admin.;single;secondary;no;0;no;no;unknown;no
28;student;single;tertiary;no;836;yes;no;unknown;no
46;blue-collar;single;primary;no;2851;yes;no;unknown;no
40;technician;married;tertiary;no;296;no;no;unknown;no
32;blue-collar;married;primary;no;1076;yes;no;unknown;no
56;blue-collar;married;secondary;no;25;yes;no;unknown;no
20;blue-collar;married;primary;no;-172;yes;yes;unknown;no
41;services;single;secondary;no;197;yes;no;unknown;no
49;blue-collar;married;primary;no;284;yes;no;unknown;no
29;blue-collar;single;tertiary;no;1012;yes;no;unknown;no
57;admin.;divorced;secondary;no;4378;yes;no;unknown;no
49;technician;married;secondary;no;2718;no;no;unknown;no
42;entrepreneur;single;primary;no;103;yes;no;unknown;no
28;blue-collar;married;secondary;no;1827;yes;no;unknown;no
31;blue-collar;married;secondary;no;41;yes;no;unknown;no
26;blue-collar;married;secondary;no;484;yes;no;unknown;no
29;services;single;secondary;no;146;yes;no;unknown;no
26;technician;single;secondary;no;3;yes;no;unknown;no
31;blue-collar;single;secondary;no;259;yes;no;unknown;no
38;entrepreneur;married;secondary;no;830;yes;no;unknown;no
45;services;divorced;primary;no;242;yes;no;unknown;no
24;blue-collar;single;secondary;no;0;yes;no;unknown;no
40;blue-collar;married;secondary;no;-341;yes;no;unknown;no
34;services;divorced;secondary;no;221;yes;no;unknown;no
24;technician;single;secondary;no;-46;yes;no;unknown;no
26;blue-collar;single;secondary;no;-5;no;no;unknown;no
29;management;single;tertiary;no;617;yes;no;unknown;no
30;management;married;tertiary;no;134;yes;no;unknown;no
61;blue-collar;married;primary;no;625;yes;no;unknown;no
26;management;married;tertiary;no;775;no;no;unknown;no
31;technician;single;tertiary;no;221;yes;no;unknown;no
28;technician;single;tertiary;no;-31;yes;no;unknown;no
31;admin.;married;secondary;no;97;yes;no;unknown;yes
52;entrepreneur;divorced;tertiary;no;81;yes;no;unknown;no
30;blue-collar;single;secondary;no;16;yes;no;unknown;no
32;services;married;secondary;no;144;yes;no;unknown;no
38;management;single;tertiary;no;889;no;no;unknown;no
40;blue-collar;married;secondary;no;-481;yes;yes;unknown;no
38;entrepreneur;married;secondary;no;680;yes;no;unknown;no
54;blue-collar;married;secondary;no;-754;yes;no;unknown;no
42;services;married;secondary;no;2993;yes;no;unknown;no
34;technician;divorced;tertiary;no;501;yes;no;unknown;no
42;management;married;tertiary;no;365;yes;no;unknown;no
54;retired;divorced;primary;no;477;yes;no;unknown;no
27;blue-collar;married;secondary;no;72;yes;no;unknown;no
31;blue-collar;married;primary;no;2085;yes;yes;unknown;no
34;technician;single;secondary;no;705;yes;yes;unknown;no
31;blue-collar;married;secondary;no;754;yes;no;unknown;yes
27;technician;married;secondary;no;512;yes;no;unknown;no
25;blue-collar;married;secondary;no;300;yes;yes;unknown;no
20;student;single;secondary;no;67;yes;no;unknown;no
54;admin.;divorced;secondary;no;912;yes;no;unknown;no
33;blue-collar;married;secondary;no;86;yes;no;unknown;no
22;blue-collar;single;secondary;no;0;yes;no;unknown;no
44;blue-collar;married;secondary;no;87;yes;no;unknown;no
43;management;married;secondary;no;3196;yes;yes;unknown;no
44;retired;married;secondary;no;181;yes;no;unknown;no
49;management;single;tertiary;no;354;yes;no;unknown;no
27;entrepreneur;married;secondary;no;220;yes;no;unknown;no
45;blue-collar;married;primary;no;2128;yes;no;unknown;no
41;management;married;tertiary;no;4357;yes;no;unknown;no
49;management;married;tertiary;no;68;yes;yes;unknown;no
42;unemployed;married;secondary;no;1990;yes;yes;unknown;no
55;technician;married;secondary;no;978;yes;no;unknown;no
41;technician;single;secondary;no;0;yes;yes;unknown;no
51;management;single;tertiary;no;824;no;no;unknown;no
46;blue-collar;married;secondary;no;679;yes;no;unknown;no
41;blue-collar;married;primary;no;262;yes;no;unknown;no
32;blue-collar;divorced;secondary;no;86;no;yes;unknown;no
43;technician;single;tertiary;no;1017;yes;no;unknown;no
48;blue-collar;married;primary;no;456;yes;yes;unknown;no
29;technician;single;secondary;no;103;no;no;unknown;no
51;admin.;divorced;secondary;no;467;yes;no;unknown;no
48;blue-collar;married;secondary;no;841;yes;no;unknown;no
34;services;married;secondary;no;0;yes;no;unknown;no
52;admin.;single;secondary;no;-346;yes;yes;unknown;no
31;self-employed;married;secondary;no;157;yes;no;unknown;no
41;technician;married;secondary;no;459;yes;no;unknown;no
40;services;single;secondary;no;464;yes;yes;unknown;no
51;services;married;secondary;no;2085;yes;no;unknown;no
31;blue-collar;single;secondary;no;75;yes;no;unknown;no
34;blue-collar;married;primary;no;-288;yes;no;unknown;no
41;self-employed;married;secondary;no;713;yes;no;unknown;no
43;blue-collar;married;secondary;no;1071;yes;no;unknown;no
54;blue-collar;married;secondary;no;887;yes;no;unknown;no
47;services;married;secondary;no;-288;no;no;unknown;no
41;blue-collar;married;primary;no;3722;yes;no;unknown;no
40;management;married;tertiary;no;3;yes;yes;unknown;no
23;management;single;secondary;no;85;yes;no;unknown;no
36;admin.;single;secondary;no;3457;no;no;unknown;no
44;management;divorced;tertiary;no;409;yes;no;unknown;no
31;admin.;single;secondary;no;396;yes;no;unknown;no
32;blue-collar;married;secondary;no;101;yes;no;unknown;no
49;blue-collar;married;secondary;no;402;yes;no;unknown;no
23;blue-collar;single;secondary;no;525;yes;no;unknown;no
41;admin.;married;secondary;no;3855;yes;no;unknown;no
52;blue-collar;married;secondary;no;157;yes;yes;unknown;no
41;management;married;tertiary;no;1897;yes;no;unknown;no
22;blue-collar;married;secondary;no;36;yes;no;unknown;no
60;blue-collar;married;secondary;no;171;yes;no;unknown;no
49;blue-collar;married;primary;no;1536;yes;no;unknown;no
32;blue-collar;single;secondary;no;476;yes;yes;unknown;no
45;blue-collar;married;secondary;no;42;yes;no;unknown;no
29;management;single;tertiary;no;-233;yes;no;unknown;no
45;management;married;tertiary;no;1540;yes;no;unknown;no
28;management;single;tertiary;no;3238;yes;no;unknown;no
31;services;single;secondary;no;1629;yes;no;unknown;no
27;admin.;divorced;secondary;no;112;yes;no;unknown;no
43;services;divorced;secondary;no;1040;yes;no;unknown;yes
28;blue-collar;single;secondary;no;362;yes;no;unknown;no
42;management;divorced;tertiary;no;1116;yes;no;unknown;no
40;blue-collar;married;secondary;no;-365;yes;no;unknown;no
42;services;married;primary;no;2567;yes;no;unknown;no
31;blue-collar;single;secondary;no;19;yes;no;unknown;no
47;blue-collar;married;primary;no;146;yes;yes;unknown;no
40;blue-collar;divorced;secondary;no;125;yes;no;unknown;no
31;admin.;divorced;secondary;no;47;yes;no;unknown;no
26;blue-collar;divorced;secondary;no;0;yes;no;unknown;no
52;admin.;single;primary;no;0;no;no;unknown;no
31;blue-collar;single;tertiary;no;462;yes;yes;unknown;no
44;management;married;tertiary;no;4087;yes;no;unknown;no
27;technician;single;secondary;no;16;no;no;unknown;no
28;management;single;secondary;no;471;yes;yes;unknown;no
27;blue-collar;married;secondary;no;613;yes;no;unknown;no
34;admin.;married;secondary;no;645;yes;no;unknown;no
44;blue-collar;married;secondary;no;1087;yes;no;unknown;no
36;blue-collar;married;primary;no;2079;yes;yes;unknown;no
37;technician;married;secondary;no;1633;yes;no;unknown;no
