genre,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Dance,52,0.0169,0.632,160053,0.978,0.123,F#,0.382,-2.473,Minor,0.0529,128.11,4/4,0.281
Dance,53,0.196,0.685,245806,0.593,0,F,0.112,-6.023,Minor,0.152,123.873,4/4,0.543
Dance,52,0.303,0.669,198960,0.712,0,C,0.0755,-4.992,Major,0.0412,124.009,4/4,0.843
Dance,60,0.0558,0.834,169617,0.969,7.23E-4,F#,0.0635,-3.383,Major,0.063,125.985,4/4,0.928
Dance,56,0.118,0.691,232941,0.663,0,F,0.177,-2.967,Major,0.0338,136.057,4/4,0.551
Dance,64,0.72,0.629,298933,0.547,0.00314,A#,0.0604,-13.123,Minor,0.055,108.375,4/4,0.197
Dance,52,0.0702,0.637,238173,0.408,4.45E-4,G#,0.134,-7.694,Major,0.0306,128.024,4/4,0.0703
Dance,51,0.34,0.572,196467,0.54,0,C,0.148,-8.282,Major,0.06,115.841,3/4,0.541
Dance,58,0.163,0.412,236400,0.577,0,G,0.0969,-4.944,Major,0.119,173.675,4/4,0.345
Dance,59,1.63E-4,0.502,126573,0.978,1.27E-6,G,0.287,-3.278,Major,0.0649,138.811,4/4,0.603
Dance,55,0.583,0.705,202600,0.516,0,C,0.078,-5.77,Major,0.119,115.761,4/4,0.421
Dance,52,0.733,0.541,239333,0.628,0,C,0.056,-4.682,Minor,0.0603,80.027,4/4,0.364
Dance,60,0.199,0.598,205295,0.415,0,F#,0.111,-7.081,Major,0.0668,120.151,4/4,0.299
Dance,64,0.0893,0.806,249400,0.92,5.18E-6,F,0.316,-3.059,Major,0.124,106.971,4/4,0.798
Dance,52,0.244,0.682,251160,0.701,0,A,0.0716,-5.988,Major,0.0696,99.532,4/4,0.623
Dance,51,0.0639,0.685,224800,0.658,0.0215,F#,0.0909,-7.315,Minor,0.0288,121.997,4/4,0.77
Dance,51,0.609,0.739,200333,0.53,0,D#,0.121,-7.355,Major,0.0314,111.939,4/4,0.47
Dance,52,0.56,0.585,213240,0.59,8.67E-6,F#,0.118,-5.903,Minor,0.0394,129.993,4/4,0.193
Dance,58,0.334,0.685,196493,0.712,1.1E-6,F#,0.047,-4.302,Minor,0.0894,114.989,4/4,0.483
Dance,52,0.207,0.661,179976,0.502,0,C#,0.128,-7.968,Major,0.373,152.963,4/4,0.43
Dance,53,0.065,0.651,205276,0.627,0,G,0.203,-5.567,Major,0.109,96.002,4/4,0.484
Dance,51,0.443,0.354,240507,0.664,0,G,0.0835,-5.413,Major,0.0352,79.742,3/4,0.235
Dance,57,0.0375,0.461,223385,0.975,0.562,D#,0.366,-3.245,Minor,0.174,129.978,4/4,0.0784
Dance,51,5.5E-6,0.543,262493,0.834,0.889,G,0.0777,-6.812,Major,0.029,139.625,4/4,0.37
Dance,53,0.306,0.496,235707,0.298,1.72E-6,A,0.0875,-10.175,Minor,0.0405,203.824,3/4,0.705
Dance,67,0.00265,0.553,173320,0.917,0.00991,D,0.07,-8.806,Major,0.0906,101.798,4/4,0.781
Dance,53,0.0128,0.406,264987,0.917,0.0571,C,0.12,-2.812,Minor,0.0662,154.033,4/4,0.397
Dance,56,0.0112,0.768,193613,0.557,0,B,0.587,-6.157,Minor,0.0505,103.045,4/4,0.439
Dance,58,0.0074,0.647,237960,0.817,0,G,0.124,-4.466,Major,0.0814,118.082,4/4,0.277
Dance,53,0.25,0.657,262644,0.785,2.03E-4,G#,0.368,-5.001,Minor,0.106,183.974,4/4,0.604
Dance,58,0.0462,0.589,191796,0.744,0,B,0.115,-4.617,Major,0.0702,83.085,4/4,0.649
Dance,59,0.181,0.64,244027,0.505,2.8E-4,A,0.114,-8.621,Major,0.0292,127.953,4/4,0.224
Dance,60,0.231,0.619,214286,0.824,0.0192,C#,0.131,-6.328,Minor,0.0681,111.975,4/4,0.128
Dance,53,0.286,0.75,216744,0.695,0,D,0.302,-6.495,Major,0.273,139.247,4/4,0.655
Dance,53,0.00873,0.673,259720,0.532,0,D,0.128,-7.229,Major,0.0489,139.999,4/4,0.152
Dance,54,0.518,0.633,206787,0.512,0,A#,0.328,-8.577,Major,0.0294,99.944,4/4,0.376
Dance,51,0.2,0.427,240733,0.883,0,D#,0.105,-1.936,Major,0.102,159.91,4/4,0.724
Dance,56,0.00696,0.604,244459,0.794,0.121,E,0.067,-5.58,Minor,0.0394,105.992,4/4,0.863
Dance,53,0.317,0.56,280680,0.736,0,F,0.329,-6.967,Minor,0.266,91.299,4/4,0.822
Dance,55,5.98E-4,0.573,223867,0.806,5.28E-6,D,0.142,-5.172,Major,0.0326,101.998,4/4,0.589
Dance,53,0.497,0.559,226507,0.744,0,G,0.083,-5.71,Major,0.0482,160.016,4/4,0.347
Dance,55,0.00764,0.335,370848,0.722,0.16,G,0.114,-6.316,Minor,0.0306,122.985,4/4,0.04
Dance,59,0.161,0.631,319653,0.863,5.85E-5,G#,0.0846,-3.963,Minor,0.0297,125.994,4/4,0.497
Dance,51,0.0318,0.562,202373,0.758,0,C,0.39,-4.012,Major,0.0524,137.152,4/4,0.321
Dance,58,0.125,0.856,202153,0.598,1.79E-6,F#,0.0626,-6.173,Major,0.0675,122.005,4/4,0.352
Dance,53,0.0296,0.508,169730,0.803,0,E,0.362,-5.161,Major,0.366,159.895,4/4,0.401
Dance,62,0.0389,0.743,198587,0.917,6.03E-6,E,0.265,-3.941,Major,0.0968,112.941,4/4,0.491
Dance,65,0.325,0.674,275373,0.774,1.52E-6,F#,0.323,-6.004,Minor,0.0349,129.951,4/4,0.702
Dance,53,0.00404,0.766,187960,0.576,1.38E-4,F#,0.0794,-5.614,Major,0.0426,122.975,4/4,0.744
Dance,53,0.295,0.621,200720,0.434,0.0675,D,0.123,-11,Minor,0.138,150.132,4/4,0.0399
Dance,52,0.371,0.814,268040,0.431,0,G#,0.335,-9.125,Major,0.0936,129.957,4/4,0.542
Dance,51,0.00533,0.61,242773,0.944,0,B,0.0668,-3.536,Minor,0.135,150.056,4/4,0.916
Dance,52,0.0817,0.6,208880,0.658,5.37E-6,C,0.42,-5.386,Major,0.0519,146.007,4/4,0.677
Dance,55,0.0336,0.859,215067,0.317,7.44E-6,D#,0.224,-6.788,Major,0.0498,116.088,4/4,0.913
Dance,56,0.0826,0.574,259773,0.691,1.65E-5,F#,0.149,-5.103,Major,0.035,91.969,4/4,0.195
Dance,59,5.05E-5,0.462,246440,0.84,6.47E-5,D,0.0893,-6.667,Major,0.0346,75.542,4/4,0.805
Dance,58,0.387,0.453,198147,0.986,0,G,0.422,-5.768,Major,0.119,166.594,4/4,0.455
Dance,67,0.143,0.562,206760,0.383,0.124,F#,0.138,-15.474,Major,0.0304,93.764,3/4,0.599
Dance,53,0.221,0.858,268000,0.658,0,A,0.133,-5.539,Minor,0.253,130.018,4/4,0.351
Dance,54,0.0803,0.604,255880,0.554,3.13E-5,C,0.179,-5.8,Minor,0.0324,89.957,4/4,0.123
Dance,57,0.0706,0.738,183784,0.901,0.0139,C#,0.0753,-2.212,Major,0.0452,109.987,4/4,0.646
Dance,57,0.141,0.71,185026,0.774,0.0136,D,0.0348,-9.335,Major,0.0333,133.924,4/4,0.966
Dance,61,0.0197,0.577,247147,0.851,4.62E-4,B,0.118,-3.975,Major,0.0339,129.952,4/4,0.396
Dance,55,0.0759,0.647,221320,0.834,0,C#,0.378,-3.258,Major,0.0956,98.074,4/4,0.677
Dance,53,8.58E-4,0.587,185773,0.849,0,B,0.0984,-4.715,Major,0.0574,154.931,4/4,0.717
Dance,56,0.0582,0.564,221320,0.784,1.03E-5,E,0.114,-5.347,Minor,0.0568,147.82,4/4,0.324
Dance,50,0.0201,0.713,288360,0.917,0,G,0.301,-3.272,Major,0.0298,108.042,4/4,0.792
Dance,51,0.306,0.426,225213,0.784,0,D#,0.0695,-3.225,Major,0.0421,147.939,3/4,0.272
Dance,51,0.227,0.835,209490,0.678,6.44E-6,E,0.287,-6.458,Major,0.124,132.868,4/4,0.708
Dance,53,0.108,0.709,234933,0.699,0,C,0.107,-4.262,Major,0.042,125.931,4/4,0.546
Dance,53,0.0504,0.922,191907,0.797,0,E,0.134,-6.567,Minor,0.0558,119.955,4/4,0.922
Dance,59,0.115,0.636,238747,0.946,3.75E-5,A#,0.0416,-4.683,Minor,0.332,125.085,5/4,0.891
Dance,51,0.206,0.734,219867,0.599,0,A,0.0555,-8.462,Major,0.197,145.185,4/4,0.772
Dance,55,0.464,0.55,201160,0.518,0,G,0.125,-6.055,Major,0.0253,103.955,4/4,0.217
Dance,55,0.00727,0.582,302120,0.734,0.202,F#,0.76,-6.987,Minor,0.0675,127.071,4/4,0.644
Dance,55,0.0405,0.843,196571,0.608,0,A,0.116,-5.289,Minor,0.0574,99.996,4/4,0.59
Dance,60,0.0326,0.859,255267,0.658,0.00181,G#,0.0651,-4.481,Major,0.192,98.989,4/4,0.538
Dance,65,0.014,0.589,221250,0.751,3.09E-6,F#,0.549,-5.124,Minor,0.0975,128.269,4/4,0.178
Dance,62,0.155,0.601,196360,0.643,0,C,0.283,-4.581,Major,0.0272,76.979,4/4,0.387
Dance,52,0.723,0.537,251196,0.873,0.00946,F#,0.684,-6.505,Major,0.408,164.074,4/4,0.644
Dance,54,0.299,0.706,203204,0.777,0,A#,0.298,-4.591,Minor,0.0567,126.008,4/4,0.638
Dance,52,0.0835,0.943,173027,0.604,6.0E-5,F,0.12,-7.043,Major,0.0546,131.984,4/4,0.891
Dance,52,0.217,0.874,190747,0.54,0.00185,A#,0.562,-7.084,Major,0.417,156.941,4/4,0.723
Dance,52,0.0578,0.573,227151,0.822,0,B,0.355,-5.026,Minor,0.0394,135.097,4/4,0.552
Dance,51,0.178,0.657,168664,0.51,0.107,G#,0.156,-6.438,Minor,0.0369,151.024,4/4,0.37
Dance,64,0.0685,0.712,199281,0.841,7.87E-5,G,0.0672,-5.432,Minor,0.0455,98.003,4/4,0.658
Dance,59,0.537,0.717,336868,0.571,0.386,A#,0.101,-8.473,Major,0.0298,119.989,4/4,0.549
Dance,57,0.184,0.354,225013,0.631,0,C#,0.292,-8.576,Minor,0.11,175.593,4/4,0.34
Dance,66,0.098,0.492,231760,0.593,0,C,0.257,-5.975,Major,0.0255,144.134,4/4,0.329
Dance,52,0.0887,0.795,249271,0.633,2.35E-5,A,0.101,-7.926,Major,0.0907,110.025,4/4,0.292
Dance,50,0.00334,0.681,315585,0.915,0.0817,C#,0.354,-5.974,Major,0.042,118.027,4/4,0.607
Dance,57,0.107,0.909,253448,0.528,0.154,C#,0.0845,-9.666,Major,0.132,115.991,4/4,0.481
Dance,62,0.26,0.513,183591,0.755,0,F#,0.135,-6.044,Major,0.108,143.736,4/4,0.352
Dance,51,0.00344,0.595,223187,0.548,0,G,0.134,-6.761,Minor,0.115,188.082,4/4,0.563
Dance,59,0.652,0.587,202120,0.457,0,A#,0.103,-6.861,Major,0.0516,93.925,4/4,0.524
Dance,53,0.182,0.622,195560,0.791,3.28E-6,A,0.245,-5.01,Minor,0.0377,99.979,4/4,0.647
Dance,52,0.72,0.527,314867,0.389,0,G,0.0997,-11.687,Minor,0.0302,119.939,4/4,0.458
Dance,56,0.5,0.356,231413,0.707,4.36E-5,F,0.232,-7.546,Minor,0.099,136.25,5/4,0.506
Dance,53,0.0325,0.69,193154,0.931,4.37E-5,E,0.199,-2.061,Minor,0.0298,126.983,4/4,0.957
Dance,57,0.00228,0.679,233987,0.863,6.41E-5,G,0.0839,-5.784,Major,0.0396,118.016,4/4,0.3
Dance,53,0.191,0.707,160307,0.933,0,G#,0.452,-3.175,Minor,0.0685,93.021,4/4,0.819
Dance,64,0.0435,0.717,199728,0.859,0,G#,0.0625,-4.514,Major,0.205,119.847,4/4,0.546
Dance,56,0.586,0.472,257360,0.532,0,A#,0.106,-5.882,Major,0.0319,129.777,4/4,0.152
Dance,54,0.0106,0.461,266587,0.592,0,G#,0.114,-5.799,Minor,0.138,124.146,4/4,0.34
Dance,54,0.0114,0.506,217216,0.588,7.69E-4,D#,0.125,-7.711,Minor,0.0452,78.158,4/4,0.269
Dance,53,0.12,0.637,207602,0.795,3.42E-6,C,0.166,-6.691,Major,0.0673,156.012,4/4,0.541
Dance,57,0.0133,0.527,198413,0.696,0,G#,0.592,-6.357,Major,0.219,185.746,4/4,0.368
Dance,55,0.422,0.44,224440,0.625,0,C#,0.242,-5.532,Minor,0.27,172.728,4/4,0.578
Dance,62,0.189,0.67,223237,0.629,0.0959,C,0.0914,-8.489,Major,0.0324,114.995,4/4,0.454
Dance,61,0.775,0.617,217587,0.34,0,G,0.11,-7.825,Minor,0.029,101.58,4/4,0.517
Dance,51,0.496,0.623,183960,0.66,0,G#,0.282,-5.528,Minor,0.0607,139.989,4/4,0.557
Dance,53,0.103,0.778,240026,0.618,0.00135,A#,0.356,-7.499,Major,0.101,143.967,4/4,0.671
Dance,53,0.0288,0.677,224988,0.649,2.14E-4,C,0.112,-6.32,Minor,0.0324,120.016,4/4,0.218
Dance,54,0.00817,0.66,187373,0.711,0,C#,0.0926,-4.582,Minor,0.0525,87.958,4/4,0.789
Dance,60,0.15,0.507,262107,0.737,0.159,G,0.122,-6.332,Major,0.0624,128.015,4/4,0.441
Dance,55,0.0841,0.588,337933,0.641,6.63E-4,F,0.303,-12.205,Major,0.0312,119.374,4/4,0.548
Dance,52,0.0388,0.872,193373,0.623,1.47E-4,G,0.072,-7.547,Major,0.244,134.487,4/4,0.788
Dance,50,0.00303,0.72,155600,0.913,6.24E-5,G,0.348,-3.67,Major,0.0491,124.997,4/4,0.8
Dance,60,0.0115,0.646,214270,0.877,2.59E-4,C#,0.108,-5.228,Major,0.313,104.101,4/4,0.649
Dance,55,0.367,0.794,189480,0.5,3.03E-4,D#,0.0458,-8.025,Major,0.0371,138.003,4/4,0.831
Dance,53,0.00189,0.607,209960,0.87,0.00333,B,0.348,-7.191,Major,0.0304,104.997,4/4,0.169
Dance,52,0.545,0.686,127864,0.533,0,B,0.133,-8.412,Major,0.0649,102.955,4/4,0.788
Dance,53,0.174,0.56,235600,0.799,0.0679,F,0.304,-4.466,Minor,0.0675,69.972,4/4,0.304
Dance,51,0.0379,0.683,269267,0.691,0,F#,0.0578,-6.435,Minor,0.23,73.469,4/4,0.295
Dance,52,0.431,0.737,279667,0.521,0,G#,0.315,-4.761,Minor,0.0368,134.286,4/4,0.416
Dance,55,0.415,0.707,185980,0.588,0,F#,0.195,-5.612,Minor,0.0715,94.024,4/4,0.512
Dance,50,0.129,0.842,229627,0.466,5.82E-4,A#,0.187,-7.231,Minor,0.0518,124.922,4/4,0.214
Dance,61,0.344,0.8,220067,0.723,0,C,0.0956,-6.404,Minor,0.0353,128.017,4/4,0.916
Dance,51,0.0329,0.716,306093,0.455,1.87E-6,D,0.0599,-7.148,Minor,0.0282,111.668,4/4,0.226
Dance,64,0.0258,0.646,175713,0.797,0,D,0.19,-6.602,Minor,0.037,123.921,4/4,0.423
Dance,51,0.346,0.839,235373,0.623,0.0138,C#,0.314,-13.712,Major,0.108,103.799,4/4,0.668
Dance,69,0.0347,0.695,180490,0.889,0,B,0.275,-2.983,Major,0.0729,124.991,4/4,0.691
Dance,56,0.0987,0.818,243946,0.562,0.813,A#,0.355,-7.779,Minor,0.0356,125.03,4/4,0.57
Dance,59,0.051,0.566,225893,0.8,0.0248,G,0.0668,-6.774,Major,0.0332,130.052,4/4,0.819
Dance,56,0.00326,0.701,239533,0.961,9.57E-6,A,0.497,-5.256,Major,0.0443,125.012,4/4,0.487
Dance,50,0.309,0.707,236747,0.451,0,B,0.0524,-10.38,Major,0.0761,73.209,4/4,0.616
Dance,58,8.05E-5,0.534,156632,0.957,0.758,C#,0.266,-4.025,Major,0.0455,95.046,4/4,0.52
Dance,51,0.0186,0.892,196307,0.764,0.0358,A#,0.332,-5.668,Minor,0.0547,115.014,4/4,0.856
Dance,54,0.132,0.733,223053,0.654,0,A,0.137,-5.581,Major,0.0447,126.958,4/4,0.502
Dance,51,6.93E-4,0.529,248333,0.649,5.19E-4,A,0.347,-6.048,Minor,0.0272,78.996,4/4,0.363
Dance,53,0.526,0.79,128842,0.381,0,F#,0.114,-9.448,Minor,0.175,95.031,4/4,0.515
Dance,58,0.227,0.825,192440,0.855,0,C#,0.354,-4.155,Major,0.223,102.631,4/4,0.548
Dance,54,0.284,0.793,255600,0.49,0,C,0.262,-6.241,Major,0.0273,108.238,4/4,0.632
Dance,56,0.153,0.617,214533,0.977,0.0016,A,0.133,-7.028,Minor,0.0276,131.965,4/4,0.679
Dance,57,0.432,0.691,239307,0.937,0.0546,A#,0.102,-4.123,Major,0.0391,136.995,4/4,0.824
Dance,67,0.03,0.545,177948,0.819,0,E,0.389,-6.016,Minor,0.168,183.989,4/4,0.76
Dance,55,0.328,0.369,214480,0.472,5.52E-5,D,0.0594,-9.044,Major,0.0438,133.719,4/4,0.153
Dance,57,0.00889,0.822,218000,0.865,1.27E-6,C#,0.122,-2.441,Major,0.0469,128.017,4/4,0.169
Dance,52,0.00877,0.586,264880,0.882,0.0163,B,0.378,-5.146,Minor,0.0344,127.998,4/4,0.241
Dance,54,0.0248,0.73,286373,0.494,0,D,0.348,-9.626,Major,0.0781,107.993,4/4,0.297
Dance,53,0.117,0.626,197490,0.392,3.5E-4,B,0.12,-9.092,Minor,0.106,177.891,3/4,0.472
Dance,52,0.00745,0.868,191250,0.55,0.839,C,0.0407,-4.732,Minor,0.171,128.018,4/4,0.615
Dance,54,0.178,0.8,207080,0.59,0,A#,0.249,-7.551,Major,0.161,98.108,4/4,0.392
Dance,50,0.0325,0.536,236733,0.696,3.51E-5,D#,0.12,-4.888,Minor,0.0492,141.043,4/4,0.325
Dance,57,0.121,0.53,211413,0.802,0,D,0.118,-6.494,Major,0.0362,148.054,3/4,0.566
Dance,54,0.727,0.602,229227,0.338,0,B,0.0849,-12.371,Major,0.0293,126.232,4/4,0.25
Dance,52,0.428,0.488,254493,0.779,0,B,0.0511,-6.49,Minor,0.162,67.884,4/4,0.499
Dance,50,0.196,0.542,230528,0.913,7.48E-6,A#,0.139,-3.821,Major,0.189,150.072,4/4,0.578
Dance,55,9.83E-4,0.66,303160,0.762,0.0242,C#,0.145,-4.939,Minor,0.0442,128.008,4/4,0.0659
Dance,59,0.185,0.621,224133,0.831,9.25E-4,F#,0.102,-3.793,Minor,0.038,125.946,4/4,0.527
Dance,52,0.00501,0.433,240760,0.965,0.0027,C,0.315,-4.203,Major,0.147,131.963,4/4,0.0796
Dance,51,0.771,0.658,241813,0.566,0,G,0.167,-6.179,Major,0.0259,80.035,4/4,0.498
Dance,50,0.346,0.68,202125,0.715,0,D,0.102,-5.407,Major,0.0352,118.073,4/4,0.691
Dance,63,0.158,0.711,246013,0.843,0.00116,G,0.306,-8.434,Major,0.0384,113.21,4/4,0.861
Dance,57,0.00216,0.66,249600,0.926,0.698,C#,0.705,-3.997,Major,0.0927,150.239,4/4,0.25
Dance,53,0.00508,0.521,279787,0.649,0,E,0.0494,-5.694,Minor,0.0367,81.036,4/4,0.224
Dance,54,0.192,0.571,258286,0.637,0.655,C#,0.066,-5.423,Major,0.0712,104.922,4/4,0.409
Dance,61,0.74,0.649,189053,0.258,0,C#,0.0799,-13.442,Major,0.0363,90.937,4/4,0.372
Dance,53,0.0383,0.907,193872,0.729,0,A#,0.083,-6.631,Minor,0.151,105.003,4/4,0.457
Dance,52,0.0141,0.742,230747,0.706,0.00568,C,0.133,-4.6,Minor,0.0433,128.03,4/4,0.478
Dance,59,0.0839,0.873,186560,0.942,7.85E-5,C,0.233,-6.398,Major,0.0466,136.035,4/4,0.97
Dance,53,0.0401,0.476,187940,0.695,0,D,0.0682,-6.837,Major,0.163,200.167,4/4,0.615
Dance,57,0.00159,0.606,224640,0.913,0,D#,0.0814,-5.88,Minor,0.0745,125.065,4/4,0.75
Dance,60,0.00143,0.552,227000,0.851,0.774,D,0.131,-6.229,Major,0.033,154.962,4/4,0.938
Dance,66,1.69E-4,0.478,262000,0.965,0.00251,A#,0.0854,-5.022,Major,0.0642,125.152,4/4,0.347
Dance,60,0.0075,0.802,169920,0.781,0.825,C,0.147,-6.564,Major,0.0368,125.026,4/4,0.622
Dance,52,0.258,0.391,253320,0.629,0,D#,0.0626,-4.687,Minor,0.0442,141.342,4/4,0.546
Dance,59,0.0039,0.626,203907,0.938,4.52E-4,G,0.599,-3.005,Major,0.0944,124.932,4/4,0.518
Dance,52,0.0175,0.672,505093,0.792,0.0119,A,0.313,-6.436,Major,0.0333,146.907,4/4,0.649
Dance,53,0.00127,0.438,159618,0.882,0,A,0.508,-5.459,Major,0.154,184.058,4/4,0.674
Dance,59,0.64,0.518,405027,0.385,5.36E-4,A,0.0931,-11.125,Minor,0.0286,100.878,4/4,0.262
Dance,54,0.159,0.541,183800,0.872,0,A,0.0537,-5.069,Major,0.0416,80.999,4/4,0.782
Dance,53,0.024,0.865,219560,0.384,0.434,A#,0.0682,-11.953,Major,0.0577,122.48,4/4,0.852
Dance,57,0.261,0.926,226013,0.888,0,B,0.348,-5.337,Major,0.294,98.523,4/4,0.819
Dance,51,0.00577,0.614,169250,0.919,0,B,0.334,-3.011,Minor,0.0413,104.063,4/4,0.514
Dance,59,0.0326,0.773,199387,0.813,3.77E-5,E,0.192,-4.609,Minor,0.0797,127.931,4/4,0.708
Dance,58,1.35E-5,0.264,343893,0.812,0.108,E,0.0962,-5.651,Major,0.031,94.095,4/4,0.458
Dance,64,0.0354,0.733,319227,0.781,0.261,C#,0.0878,-8.274,Minor,0.0367,121.614,4/4,0.965
Dance,53,0.119,0.711,290760,0.843,0,F,0.225,-6.12,Minor,0.393,145.989,4/4,0.683
Dance,61,0.0242,0.849,504347,0.574,0.573,G,0.104,-11.77,Major,0.0532,122.002,4/4,0.161
Dance,55,0.0166,0.756,195748,0.792,0.0077,D,0.108,-4.015,Major,0.0366,99.993,4/4,0.207
Dance,57,0.00669,0.765,320840,0.639,0.0122,G#,0.0798,-12.963,Minor,0.0382,136.495,4/4,0.986
Dance,52,0.356,0.701,250933,0.621,6.22E-4,F#,0.246,-8.1,Major,0.0563,71.672,4/4,0.571
Dance,53,0.203,0.48,158000,0.669,0,C,0.0698,-11.119,Major,0.0376,170.849,4/4,0.705
Dance,57,0.00167,0.792,310828,0.744,0.11,A#,0.0752,-5.696,Minor,0.0666,124.002,4/4,0.587
Dance,50,0.153,0.896,326809,0.765,0.635,D#,0.114,-7.335,Minor,0.0419,120.003,4/4,0.657
Dance,53,0.115,0.374,204400,0.697,0.893,D,0.343,-6.758,Major,0.0331,77.549,4/4,0.493
Dance,57,0.241,0.511,253585,0.678,0,E,0.0948,-6.858,Minor,0.869,212.137,4/4,0.405
Dance,55,0.0856,0.72,298053,0.734,0,F#,0.303,-4.515,Major,0.0316,115.999,4/4,0.37
Dance,52,0.266,0.793,333773,0.627,7.1E-5,E,0.145,-10.599,Minor,0.0431,117.203,4/4,0.963
Dance,56,0.202,0.703,225653,0.782,0,F,0.476,-4.16,Major,0.141,91.029,4/4,0.862
Dance,52,0.434,0.712,189267,0.849,0.0056,C,0.202,-4.895,Major,0.0316,105.015,4/4,0.499
Dance,62,0.0555,0.616,217560,0.698,0,F#,0.208,-4.932,Major,0.0302,85.003,4/4,0.714
Dance,56,4.33E-4,0.476,198653,0.866,6.98E-5,G,0.0724,-3.696,Major,0.0407,150.051,4/4,0.469
Dance,63,0.0454,0.424,280947,0.482,1.7E-5,G#,0.067,-7.293,Major,0.0676,180.034,3/4,0.406
Dance,59,0.0225,0.593,245813,0.675,1.33E-5,F#,0.0972,-3.843,Major,0.0306,137.885,4/4,0.267
Dance,55,0.151,0.72,167367,0.867,0,F#,0.752,-4.221,Minor,0.106,123.959,4/4,0.525
Dance,52,0.0643,0.329,204600,0.666,0,D,0.212,-5.853,Minor,0.118,82.36,4/4,0.513
Dance,55,0.00237,0.783,509539,0.745,0.17,E,0.102,-11.5,Minor,0.0839,133.193,4/4,0.888
Dance,50,0.035,0.757,187853,0.701,0.00228,F#,0.32,-6.054,Major,0.0414,120.005,4/4,0.739
Dance,56,0.354,0.718,274690,0.764,0.789,C,0.109,-8.064,Minor,0.0454,110.007,4/4,0.913
Dance,57,0.153,0.717,313133,0.7,4.62E-4,G,0.141,-5.155,Major,0.0624,75.979,4/4,0.499
Dance,55,0.114,0.709,252920,0.778,0.323,A#,0.218,-5.59,Minor,0.0361,113.993,4/4,0.723
Dance,52,0.168,0.718,165800,0.796,0,B,0.117,-4.467,Minor,0.0849,93.05,4/4,0.585
Dance,52,0.0299,0.458,203347,0.751,1.55E-4,D,0.258,-8.395,Major,0.469,169.673,4/4,0.48
Dance,55,0.462,0.406,239373,0.57,0,A,0.274,-7.764,Major,0.0279,111.5,4/4,0.58
Dance,58,0.0186,0.4,216653,0.754,0,G,0.316,-3.899,Major,0.0348,160.031,4/4,0.231
Dance,53,0.167,0.455,199309,0.797,0,G#,0.0828,-4.466,Minor,0.0439,134.949,4/4,0.332
Dance,61,0.0344,0.529,222075,0.955,4.55E-5,A#,0.353,-2.59,Minor,0.0794,125.988,4/4,0.0893
Dance,56,0.00596,0.579,251800,0.841,0.00383,C#,0.0991,-5.089,Major,0.0873,178.135,4/4,0.312
Dance,52,0.623,0.519,311311,0.563,2.98E-6,E,0.156,-7.408,Minor,0.321,120.007,4/4,0.426
Dance,57,0.188,0.61,241607,0.785,0,A,0.0991,-6.273,Minor,0.187,100.736,4/4,0.42
Dance,50,0.0756,0.674,212653,0.936,7.48E-4,E,0.192,-2.166,Major,0.0271,128.083,4/4,0.948
Dance,57,0.0254,0.286,221440,0.43,0,C#,0.0848,-7.818,Major,0.0464,177.701,4/4,0.154
Dance,51,0.0838,0.686,197285,0.448,0,B,0.099,-8.107,Minor,0.0791,105.04,4/4,0.197
Dance,50,0.0437,0.835,248933,0.806,8.07E-4,C#,0.142,-5.73,Major,0.0504,108.974,4/4,0.392
Dance,52,0.0108,0.582,240840,0.795,1.0E-6,C,0.0979,-4.108,Major,0.0671,74.992,4/4,0.241
Dance,51,0.0183,0.623,227680,0.654,1.73E-6,G#,0.398,-5.408,Major,0.0674,96.017,4/4,0.193
Dance,56,0.0586,0.709,203024,0.819,9.41E-6,B,0.358,-3.399,Minor,0.0677,123.052,4/4,0.332
Dance,54,0.358,0.802,215000,0.772,0,C#,0.0603,-4.893,Minor,0.192,96.046,4/4,0.654
Dance,64,0.016,0.685,168000,0.902,5.01E-6,F,0.147,-2.778,Minor,0.0429,104.979,4/4,0.472
Dance,59,0.209,0.39,248544,0.631,0,A,0.277,-4.701,Minor,0.0769,123.042,3/4,0.197
Dance,62,0.0431,0.677,210267,0.897,0,D,0.264,-5.458,Major,0.0393,107.78,4/4,0.828
Dance,57,0.0725,0.82,170368,0.575,0,F,0.0569,-4.385,Minor,0.0832,107.024,4/4,0.788
Dance,52,0.112,0.692,260080,0.9,5.44E-5,C,0.173,-4.273,Major,0.0972,79.038,4/4,0.931
Dance,56,6.8E-4,0.596,258347,0.929,0.338,A,0.0731,-1.366,Minor,0.0321,102.977,4/4,0.113
Dance,50,0.0108,0.628,239040,0.917,2.25E-6,F#,0.306,-3.489,Major,0.144,94.988,4/4,0.638
Dance,70,0.0791,0.832,218733,0.838,0,C#,0.152,-5.414,Minor,0.0421,100.021,4/4,0.965
Dance,52,2.12E-5,0.235,299933,0.905,0.899,F#,0.0872,-5.832,Minor,0.0689,138.219,4/4,0.277
Dance,52,0.00714,0.486,253600,0.825,0,E,0.399,-3.807,Major,0.0413,134.114,4/4,0.404
Dance,51,0.00957,0.751,260697,0.897,2.88E-5,C#,0.329,-3.598,Major,0.0468,119.97,4/4,0.482
Dance,51,0.199,0.374,249534,0.758,0,D#,0.144,-7.566,Minor,0.305,83.821,4/4,0.535
