hotel,is_canceled,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,country_full_name,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,customer_type,adr
Resort Hotel,0,2016,June,18,0,0,2,0,0,Bed & Breakfast,FRA,France,0,0,0,Transient,0
Resort Hotel,0,2016,June,18,0,0,2,0,0,Bed & Breakfast,FRA,France,0,0,0,Transient,0
Resort Hotel,0,2016,June,16,0,3,2,2,0,Bed & Breakfast,DEU,Germany,0,0,0,Transient,201
Resort Hotel,0,2016,June,5,4,10,2,0,0,Half Board,DEU,Germany,0,0,0,Contract,87
Resort Hotel,0,2016,June,12,2,5,2,0,0,Half Board,GBR,United Kingdom,0,0,0,Contract,77.85
Resort Hotel,0,2016,June,4,4,11,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,68.4
Resort Hotel,0,2016,June,5,4,10,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Contract,51.85
Resort Hotel,0,2016,June,9,2,8,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Contract,64.9
Resort Hotel,0,2016,June,9,2,8,2,0,0,Half Board,GBR,United Kingdom,0,0,0,Contract,88.9
Resort Hotel,0,2016,June,12,2,5,2,2,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,161
Resort Hotel,0,2016,June,17,0,2,2,0,0,Half Board,ESP,Spain,0,0,0,Transient-Party,185
Resort Hotel,0,2016,June,17,0,2,2,0,0,Half Board,ESP,Spain,0,0,0,Transient-Party,173
Resort Hotel,0,2016,June,17,0,2,2,0,0,Half Board,ESP,Spain,0,0,0,Transient,193
Resort Hotel,0,2016,June,18,0,1,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,129
Resort Hotel,0,2016,June,18,0,1,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,141
Resort Hotel,0,2016,June,17,0,2,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,71.6
Resort Hotel,0,2016,June,12,2,5,3,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,99.9
Resort Hotel,0,2016,June,18,0,1,2,0,0,Bed & Breakfast,AGO,Angola,0,0,0,Transient,112.5
Resort Hotel,0,2016,June,18,0,1,2,0,0,Bed & Breakfast,CN,People's Republic of China,0,0,0,Transient-Party,143.1
Resort Hotel,0,2016,June,18,0,1,2,1,0,Bed & Breakfast,CN,People's Republic of China,0,0,0,Transient-Party,158.1
Resort Hotel,0,2016,June,17,0,2,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,143
Resort Hotel,0,2016,June,16,0,3,2,0,0,Bed & Breakfast,ITA,Italy,0,0,0,Transient,129
Resort Hotel,0,2016,June,15,0,4,2,0,0,Bed & Breakfast,CHE,Switzerland,0,0,0,Transient,129
Resort Hotel,0,2016,June,15,0,4,3,1,0,Bed & Breakfast,BRA,Brazil,0,0,0,Transient,196
Resort Hotel,0,2016,June,18,0,1,2,2,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,186
Resort Hotel,0,2016,June,13,2,5,2,0,0,Half Board,USA,United States,0,0,0,Transient,118.5
Resort Hotel,0,2016,June,12,3,5,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,149.6
Resort Hotel,0,2017,June,20,2,6,2,0,0,Bed & Breakfast,IRL,Ireland,1,0,1,Transient,128.05
Resort Hotel,0,2016,June,6,4,10,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,91.1
Resort Hotel,0,2016,June,13,2,5,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Contract,64.9
Resort Hotel,0,2016,June,13,2,5,1,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,53.12
Resort Hotel,0,2016,June,13,2,5,1,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,95.5
Resort Hotel,0,2016,June,13,2,5,1,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,93.5
Resort Hotel,0,2016,June,13,2,5,1,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,68.4
Resort Hotel,0,2016,June,18,1,1,2,0,0,Bed & Breakfast,POL,Poland,0,0,0,Transient-Party,78
Resort Hotel,0,2016,June,15,1,4,2,2,0,Bed & Breakfast,FRA,France,0,0,0,Transient,201
Resort Hotel,0,2016,June,13,2,5,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,72
Resort Hotel,0,2016,June,13,2,5,1,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,51.12
Resort Hotel,0,2016,June,20,0,0,2,0,0,Bed & Breakfast,PRT,Portugal,1,0,0,Transient,0
Resort Hotel,0,2016,June,18,1,1,2,0,0,Bed & Breakfast,POL,Poland,0,0,0,Transient-Party,78
Resort Hotel,0,2016,June,20,0,0,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,0
Resort Hotel,0,2016,June,18,1,1,2,0,0,Bed & Breakfast,POL,Poland,0,0,0,Transient-Party,78
Resort Hotel,0,2016,June,13,2,5,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,87.5
Resort Hotel,0,2016,June,16,1,3,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,96.36
Resort Hotel,0,2016,June,15,1,4,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,132.6
Resort Hotel,0,2016,June,19,1,0,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,129
Resort Hotel,0,2016,June,6,4,10,2,0,0,Bed & Breakfast,BEL,Belgium,0,0,0,Transient,72
Resort Hotel,0,2016,June,18,1,1,2,0,0,Bed & Breakfast,CN,People's Republic of China,0,0,0,Transient,173
Resort Hotel,0,2016,June,6,4,10,2,0,0,Half Board,PRT,Portugal,0,0,0,Transient,138
Resort Hotel,0,2017,June,1,4,10,2,0,0,Half Board,PRT,Portugal,1,0,1,Transient,156.83
Resort Hotel,0,2016,June,13,2,5,1,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,52.83
Resort Hotel,0,2016,June,6,4,10,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Contract,64.9
Resort Hotel,0,2016,June,20,1,2,2,0,0,Bed & Breakfast,USA,United States,0,0,0,Transient,184.33
Resort Hotel,0,2016,July,20,2,4,2,2,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,227
Resort Hotel,0,2016,June,7,4,10,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,51.84
Resort Hotel,0,2016,June,14,2,5,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,100.6
Resort Hotel,0,2016,June,7,4,10,2,0,0,Half Board,GBR,United Kingdom,0,0,0,Contract,92.9
Resort Hotel,0,2016,June,15,2,4,2,0,0,Bed & Breakfast,USA,United States,0,0,0,Transient,116.5
Resort Hotel,0,2016,June,14,2,5,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Contract,51.85
Resort Hotel,0,2016,June,19,2,0,2,0,0,Bed & Breakfast,BEL,Belgium,0,0,0,Transient,141
Resort Hotel,0,2016,June,14,2,5,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,108
Resort Hotel,0,2016,June,18,2,1,2,0,0,Half Board,SWE,Sweden,0,0,0,Transient,107.63
Resort Hotel,0,2016,June,19,2,0,2,0,0,Bed & Breakfast,FRA,France,0,0,0,Transient,158
Resort Hotel,0,2016,June,12,4,5,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,116
Resort Hotel,0,2016,June,20,1,0,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,97
Resort Hotel,0,2016,June,16,2,3,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,133
Resort Hotel,0,2016,June,20,1,0,2,0,0,Bed & Breakfast,SWE,Sweden,0,0,0,Transient-Party,111
Resort Hotel,0,2016,June,21,0,5,2,0,0,Bed & Breakfast,SWE,Sweden,0,0,0,Transient,76.8
Resort Hotel,0,2016,June,26,1,0,3,0,0,Bed & Breakfast,SWE,Sweden,0,0,1,Transient,201
Resort Hotel,0,2016,June,20,1,0,2,0,0,Bed & Breakfast,SWE,Sweden,0,0,0,Transient-Party,99
Resort Hotel,0,2016,June,21,0,5,2,0,0,Bed & Breakfast,SWE,Sweden,0,0,0,Transient,64.8
Resort Hotel,0,2016,June,20,1,0,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,100
Resort Hotel,0,2016,June,19,2,0,1,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,65
Resort Hotel,0,2016,June,19,2,0,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,75
Resort Hotel,0,2017,April,8,2,4,2,0,0,Bed & Breakfast,PRT,Portugal,1,0,1,Transient,50
Resort Hotel,0,2016,June,19,2,0,1,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,65
Resort Hotel,0,2016,June,19,2,0,2,0,0,Bed & Breakfast,ARG,Argentina,0,0,0,Transient-Party,129
Resort Hotel,0,2016,June,19,2,0,2,0,0,Bed & Breakfast,ARG,Argentina,0,0,0,Transient-Party,141
Resort Hotel,0,2016,June,14,2,5,2,0,0,Half Board,GBR,United Kingdom,0,0,0,Transient,93.8
Resort Hotel,0,2016,June,20,1,0,2,0,0,Bed & Breakfast,ITA,Italy,0,0,0,Transient-Party,99
Resort Hotel,0,2016,June,21,0,5,2,0,0,Bed & Breakfast,ITA,Italy,0,0,0,Transient,64.8
Resort Hotel,0,2016,June,20,1,0,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient-Party,99
Resort Hotel,0,2016,June,21,0,5,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,64.8
Resort Hotel,0,2016,June,17,2,2,2,1,0,Bed & Breakfast,USA,United States,0,0,0,Transient,121
Resort Hotel,0,2016,June,20,1,0,2,0,0,Bed & Breakfast,DNK,Denmark,0,0,0,Transient-Party,99
Resort Hotel,0,2016,June,21,0,5,2,0,0,Bed & Breakfast,DNK,Denmark,0,0,0,Transient,64.8
Resort Hotel,0,2016,June,14,2,5,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,73.1
Resort Hotel,0,2016,June,17,2,2,2,0,0,Bed & Breakfast,USA,United States,0,0,0,Transient,98.75
Resort Hotel,0,2016,June,14,2,5,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,55.44
Resort Hotel,0,2016,June,18,2,1,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,153
Resort Hotel,0,2016,June,17,2,2,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,119
Resort Hotel,0,2016,June,11,4,6,2,0,0,Bed & Breakfast,BRA,Brazil,0,0,0,Transient,143
Resort Hotel,0,2016,June,17,2,2,2,2,0,Half Board,GBR,United Kingdom,0,0,0,Transient,237
Resort Hotel,0,2016,June,15,2,5,2,1,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,100.6
Resort Hotel,0,2016,June,15,2,5,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,113.6
Resort Hotel,0,2016,June,18,2,2,3,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,158.58
Resort Hotel,0,2016,June,17,2,3,2,0,1,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,116.31
Resort Hotel,0,2016,June,21,0,1,1,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,79
Resort Hotel,0,2016,June,10,4,8,2,0,0,Half Board,IRL,Ireland,0,0,0,Transient,136.8
Resort Hotel,0,2016,June,16,2,4,2,0,0,Half Board,PRT,Portugal,0,0,0,Transient,93.75
Resort Hotel,0,2016,June,21,0,1,1,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,65
Resort Hotel,0,2016,June,15,2,5,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,119
Resort Hotel,0,2016,June,13,3,6,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,89.12
Resort Hotel,0,2016,June,13,3,6,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,87.12
Resort Hotel,0,2016,June,20,1,1,2,2,0,Bed & Breakfast,USA,United States,0,0,0,Transient-Party,189
Resort Hotel,0,2016,June,21,0,1,1,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,96
Resort Hotel,0,2016,June,20,1,1,2,2,0,Bed & Breakfast,USA,United States,0,0,0,Transient-Party,201
Resort Hotel,0,2016,June,15,2,5,1,0,0,Bed & Breakfast,DEU,Germany,0,0,0,Transient,47.9
Resort Hotel,0,2016,June,15,2,5,1,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,122
Resort Hotel,0,2016,June,12,4,6,2,0,0,Bed & Breakfast,CN,People's Republic of China,0,0,0,Transient,97.92
Resort Hotel,0,2016,June,15,2,5,1,0,0,Bed & Breakfast,DEU,Germany,0,0,0,Transient,47.9
Resort Hotel,0,2016,June,15,2,5,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,107.71
Resort Hotel,0,2016,June,20,1,1,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,130.13
Resort Hotel,0,2016,June,17,2,3,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,118
Resort Hotel,0,2016,June,15,2,5,2,0,0,Half Board,GBR,United Kingdom,0,0,0,Transient,93.8
Resort Hotel,0,2016,June,15,2,5,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,68.4
Resort Hotel,0,2016,June,17,2,3,1,1,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,144
Resort Hotel,1,2016,June,21,0,0,1,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,0
Resort Hotel,0,2016,June,22,0,0,1,0,0,Bed & Breakfast,PRT,Portugal,1,0,0,Transient,0
Resort Hotel,0,2016,June,14,2,7,2,0,1,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,57.6
Resort Hotel,0,2016,June,16,2,5,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,138
Resort Hotel,0,2016,June,9,4,10,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,64.9
Resort Hotel,0,2017,June,8,4,10,2,0,0,Bed & Breakfast,GBR,United Kingdom,1,0,1,Transient,70.26
Resort Hotel,0,2016,June,16,2,5,2,0,0,Half Board,GBR,United Kingdom,0,0,0,Transient,98.6
Resort Hotel,0,2016,June,12,4,7,2,0,0,Half Board,GBR,United Kingdom,0,0,0,Contract,79.85
Resort Hotel,0,2016,June,9,4,10,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Contract,51.85
Resort Hotel,0,2016,June,16,2,5,2,1,1,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,142
Resort Hotel,0,2016,June,9,4,10,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Contract,62.9
Resort Hotel,0,2016,June,16,2,5,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Contract,64.9
Resort Hotel,0,2016,June,9,4,10,2,0,0,Half Board,GBR,United Kingdom,0,0,0,Contract,79.85
Resort Hotel,0,2016,June,16,2,5,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,70.4
Resort Hotel,0,2016,June,9,4,10,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Contract,64.76
Resort Hotel,0,2016,June,22,0,1,1,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,79
Resort Hotel,0,2016,June,16,2,5,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Contract,53.85
Resort Hotel,0,2016,June,12,4,7,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Contract,83.85
Resort Hotel,0,2016,June,16,2,5,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Contract,64.9
Resort Hotel,0,2016,June,16,2,5,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,70.4
Resort Hotel,0,2016,June,22,0,1,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,121
Resort Hotel,0,2016,June,13,3,7,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,137.8
Resort Hotel,0,2016,June,22,0,1,2,0,0,Bed & Breakfast,USA,United States,0,0,0,Transient,139
Resort Hotel,0,2016,June,21,0,2,3,1,1,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,206
Resort Hotel,0,2016,June,12,4,7,2,0,0,Half Board,URY,Uruguay,0,0,0,Transient,180
Resort Hotel,0,2016,June,17,2,4,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,118
Resort Hotel,0,2016,June,21,0,2,1,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,145
Resort Hotel,0,2016,June,22,0,1,1,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,91
Resort Hotel,0,2016,June,21,0,2,3,1,0,Bed & Breakfast,SWE,Sweden,0,0,0,Transient,190
Resort Hotel,0,2016,June,23,0,3,2,2,0,Bed & Breakfast,SWE,Sweden,0,0,0,Transient,147
Resort Hotel,0,2016,June,20,1,2,1,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,57
Resort Hotel,0,2016,June,19,2,2,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,123.62
Resort Hotel,0,2016,June,17,2,4,2,0,0,Bed & Breakfast,ROU,Romania,0,0,0,Transient,72
Resort Hotel,0,2016,June,24,0,0,1,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,0
Resort Hotel,0,2016,June,13,3,8,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,81.02
Resort Hotel,0,2016,June,17,2,5,2,0,0,Bed & Breakfast,NLD,Netherlands,0,0,0,Transient,61
Resort Hotel,0,2016,June,17,2,5,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,78.5
Resort Hotel,0,2016,June,17,2,5,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,94.89
Resort Hotel,0,2016,June,12,4,8,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,101
Resort Hotel,0,2016,June,18,2,4,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,87.5
Resort Hotel,0,2016,June,23,0,1,3,1,0,Bed & Breakfast,LUX,Luxembourg,0,0,0,Transient,168
Resort Hotel,0,2016,June,14,2,8,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,70.4
Resort Hotel,0,2016,June,22,0,2,2,2,0,Bed & Breakfast,CHN,People's Republic of China,0,0,0,Transient,181
Resort Hotel,0,2016,June,11,4,10,2,0,0,Half Board,GBR,United Kingdom,0,0,0,Transient,88.7
Resort Hotel,0,2016,June,11,4,10,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Contract,64.9
Resort Hotel,0,2016,June,15,2,8,3,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,77.76
Resort Hotel,0,2016,June,18,2,5,2,0,0,Half Board,PRT,Portugal,0,0,0,Transient,83.6
Resort Hotel,0,2016,June,17,2,6,2,0,0,Half Board,PRT,Portugal,0,0,0,Transient,117.76
Resort Hotel,0,2017,July,21,2,6,2,0,0,Half Board,PRT,Portugal,1,0,1,Transient,167.68
Resort Hotel,0,2016,June,21,0,4,2,0,0,Bed & Breakfast,BEL,Belgium,0,0,0,Transient,64.8
Resort Hotel,0,2016,June,23,0,2,2,0,0,Bed & Breakfast,FRA,France,0,0,0,Transient,112
Resort Hotel,0,2016,June,18,2,5,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,78.5
Resort Hotel,0,2016,June,11,4,10,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Contract,51.85
Resort Hotel,0,2016,June,18,2,5,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,57.6
Resort Hotel,0,2016,June,24,0,1,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,161
Resort Hotel,0,2016,June,17,2,6,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,72
Resort Hotel,0,2016,June,23,0,2,2,3,0,Bed & Breakfast,USA,United States,0,0,0,Transient,186
Resort Hotel,0,2016,June,18,2,5,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,68.4
Resort Hotel,0,2016,June,22,0,3,2,0,0,Half Board,POL,Poland,0,0,0,Transient-Party,92
Resort Hotel,0,2016,June,19,2,5,2,0,0,Bed & Breakfast,DEU,Germany,0,0,0,Transient,69.6
Resort Hotel,0,2016,June,21,0,5,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,68
Resort Hotel,0,2016,June,19,2,5,2,0,0,Full Board,PRT,Portugal,0,0,0,Transient,146.1
Resort Hotel,0,2016,June,21,0,5,3,1,0,Bed & Breakfast,RUS,Russia,0,0,0,Transient,206
Resort Hotel,0,2016,June,21,0,5,1,0,0,Bed & Breakfast,RUS,Russia,0,0,0,Transient,64.8
Resort Hotel,0,2016,June,24,0,2,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,152.16
Resort Hotel,0,2016,June,19,2,5,2,0,0,Half Board,GBR,United Kingdom,0,0,0,Contract,90.9
Resort Hotel,0,2016,June,20,1,5,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,84
Resort Hotel,0,2016,June,19,2,5,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,70.4
Resort Hotel,0,2016,June,19,2,5,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,70.4
Resort Hotel,0,2016,June,25,0,1,1,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,132
Resort Hotel,0,2016,June,25,0,1,2,0,0,Bed & Breakfast,USA,United States,0,0,0,Transient,98.4
Resort Hotel,0,2016,June,20,1,5,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,72
Resort Hotel,0,2016,June,25,0,1,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient-Party,141
Resort Hotel,0,2016,June,25,0,1,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient-Party,129
Resort Hotel,0,2016,June,25,0,1,2,0,0,Half Board,ESP,Spain,0,0,0,Transient-Party,161
Resort Hotel,0,2016,June,25,0,1,2,0,0,Half Board,ESP,Spain,0,0,0,Transient-Party,161
Resort Hotel,0,2016,June,25,0,1,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,129
Resort Hotel,0,2016,June,25,0,1,3,0,0,Full Board,PRT,Portugal,0,0,0,Transient,185.1
Resort Hotel,0,2016,June,25,0,1,2,1,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,201
Resort Hotel,0,2016,June,24,0,2,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient-Party,72
Resort Hotel,0,2016,June,24,0,2,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient-Party,84
Resort Hotel,0,2016,June,26,2,1,2,0,0,Bed & Breakfast,CN,People's Republic of China,0,0,0,Transient,84
Resort Hotel,0,2016,June,25,0,1,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,129
Resort Hotel,0,2016,June,21,0,5,2,0,0,Bed & Breakfast,SWE,Sweden,0,0,0,Transient,84
Resort Hotel,0,2016,June,25,0,1,3,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,158.1
Resort Hotel,0,2016,June,17,3,7,2,0,0,Bed & Breakfast,BEL,Belgium,0,0,0,Transient,66.6
Resort Hotel,0,2016,June,25,1,1,2,0,0,Bed & Breakfast,USA,United States,0,0,0,Transient,130.13
Resort Hotel,0,2016,June,20,2,5,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,81.2
Resort Hotel,0,2016,June,23,1,3,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient-Party,72
Resort Hotel,0,2016,June,25,1,1,2,0,0,Bed & Breakfast,FRA,France,0,0,0,Transient,145.53
Resort Hotel,0,2016,June,27,0,0,3,1,0,Bed & Breakfast,GBR,United Kingdom,1,0,0,Transient,0
Resort Hotel,0,2016,June,26,1,0,2,0,0,Half Board,ESP,Spain,0,0,0,Transient,159
Resort Hotel,0,2016,June,18,3,6,3,0,0,Bed & Breakfast,SWE,Sweden,0,0,0,Transient,153
Resort Hotel,0,2016,June,25,1,1,2,0,0,Bed & Breakfast,ESP,Spain,0,0,0,Transient,141
Resort Hotel,0,2016,June,25,1,1,1,0,0,Bed & Breakfast,AGO,Angola,0,0,0,Transient,165
Resort Hotel,0,2016,June,25,1,1,2,2,0,Half Board,PRT,Portugal,0,0,0,Transient,249
Resort Hotel,0,2016,June,23,1,3,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient-Party,72
Resort Hotel,0,2016,June,25,1,1,2,1,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,122.23
Resort Hotel,0,2016,June,21,1,5,2,0,0,Bed & Breakfast,SWE,Sweden,0,0,0,Transient,82
Resort Hotel,0,2016,June,20,2,5,2,0,0,Bed & Breakfast,ROU,Romania,0,0,0,Transient,68.4
Resort Hotel,0,2016,June,20,2,5,2,0,0,Bed & Breakfast,ROU,Romania,0,0,0,Transient,68.4
Resort Hotel,0,2016,June,25,1,1,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,181
Resort Hotel,0,2016,June,26,1,0,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,129
Resort Hotel,0,2016,June,20,2,5,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,61
Resort Hotel,0,2016,June,25,1,1,3,1,0,Full Board,PRT,Portugal,0,0,0,Transient,274
Resort Hotel,0,2016,June,28,2,5,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,81
Resort Hotel,0,2016,June,21,2,5,2,1,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,142.36
Resort Hotel,0,2016,June,21,2,5,2,0,0,Bed & Breakfast,IRL,Ireland,0,0,0,Transient,122.86
Resort Hotel,0,2016,June,23,2,3,2,0,0,Bed & Breakfast,NOR,Norway,0,0,0,Transient,133.4
Resort Hotel,0,2016,June,22,2,4,2,0,0,Half Board,FRA,France,0,0,0,Transient,178
Resort Hotel,0,2016,June,27,1,0,1,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,57
Resort Hotel,0,2016,July,28,0,1,1,0,0,Bed & Breakfast,PRT,Portugal,1,0,1,Transient,118
Resort Hotel,0,2017,March,28,0,1,1,0,0,Bed & Breakfast,PRT,Portugal,1,0,2,Transient,35
Resort Hotel,0,2017,June,1,0,1,1,0,0,Bed & Breakfast,PRT,Portugal,1,0,3,Transient,75
Resort Hotel,0,2016,June,27,1,0,1,0,0,Bed & Breakfast,NLD,Netherlands,0,0,0,Transient,141
Resort Hotel,0,2016,June,27,1,0,1,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,120
Resort Hotel,0,2016,June,25,2,1,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,95.69
Resort Hotel,0,2016,June,28,0,2,2,0,0,Bed & Breakfast,GBR,United Kingdom,0,0,0,Transient,8
Resort Hotel,0,2016,June,25,2,1,2,0,0,Bed & Breakfast,PRT,Portugal,0,0,0,Transient,141
